style,artist,country,city,artist_bio,artist_genre,artist_profile_hint,source,source_url,status,confidence,scene_role,source_note,social_discovery_links,label_links
hard_trance,AEREA,,,AEREA appears on the HIVE Festival 2026 lineup (GROOVE BEACH) and is cataloged here as neo-rave / hard trance / eurodance trance. Confidence: medium_low.,neo-rave / hard trance / eurodance trance,Use AEREA for neo-rave / hard trance / eurodance trance discovery. HIVE 2026 booking(s): AEREA(Live).,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://musicbrainz.org/search?query=AEREA&type=artist&method=indexed;https://www.beatport.com/search?q=AEREA;https://www.discogs.com/search/?q=AEREA&type=all;https://soundcloud.com/search?q=AEREA;https://www.youtube.com/results?search_query=AEREA,https://www.hive-festival.de/
hard_techno,AFEM SYKO,,,AFEM SYKO appears on the HIVE Festival 2026 lineup (SLEEPLESS) and is cataloged here as hard techno. Confidence: high.,hard techno,Use AFEM SYKO for hard techno discovery. HIVE 2026 booking(s): AFEM SYKO.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,"musicbrainz_artist_tags; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: acid techno, hard techno. Official HIVE Sleepless stage context.",https://musicbrainz.org/search?query=AFEM%20SYKO&type=artist&method=indexed;https://www.beatport.com/search?q=AFEM%20SYKO;https://www.discogs.com/search/?q=AFEM%20SYKO&type=all;https://soundcloud.com/search?q=AFEM%20SYKO;https://www.youtube.com/results?search_query=AFEM%20SYKO,https://www.hive-festival.de/;https://musicbrainz.org/artist/2a8df2e3-03ca-4df2-9e62-f7bbb43f5186
hard_techno,Aiden,,,Aiden appears on the HIVE Festival 2026 lineup (TECHNO CASTLE) and is cataloged here as hard techno / schranz. Confidence: medium_high.,hard techno / schranz,Use Aiden for hard techno / schranz discovery. HIVE 2026 booking(s): AIDEN B2B ORNELLA.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium_high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://musicbrainz.org/search?query=Aiden&type=artist&method=indexed;https://www.beatport.com/search?q=Aiden;https://www.discogs.com/search/?q=Aiden&type=all;https://soundcloud.com/search?q=Aiden;https://www.youtube.com/results?search_query=Aiden,https://www.hive-festival.de/
techno,AISHA,,,AISHA appears on the HIVE Festival 2026 lineup (LIBIDOH LAB) and is cataloged here as queer techno / club rave / hard groove. Confidence: low.,queer techno / club rave / hard groove,Use AISHA for queer techno / club rave / hard groove discovery. HIVE 2026 booking(s): AISHA.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://musicbrainz.org/search?query=AISHA&type=artist&method=indexed;https://www.beatport.com/search?q=AISHA;https://www.discogs.com/search/?q=AISHA&type=all;https://soundcloud.com/search?q=AISHA;https://www.youtube.com/results?search_query=AISHA,https://www.hive-festival.de/
acid_techno,AKA NINA,,,AKA NINA appears on the HIVE Festival 2026 lineup (PIRATE BAY) and is cataloged here as free tekno / acidcore / psytek / tribe. Confidence: medium_low.,free tekno / acidcore / psytek / tribe,Use AKA NINA for free tekno / acidcore / psytek / tribe discovery. HIVE 2026 booking(s): AKA NINA B2B BREGER.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://musicbrainz.org/search?query=AKA%20NINA&type=artist&method=indexed;https://www.beatport.com/search?q=AKA%20NINA;https://www.discogs.com/search/?q=AKA%20NINA&type=all;https://soundcloud.com/search?q=AKA%20NINA;https://www.youtube.com/results?search_query=AKA%20NINA,https://www.hive-festival.de/
acid_techno,AL ASLAN,,,AL ASLAN appears on the HIVE Festival 2026 lineup (PIRATE BAY) and is cataloged here as free tekno / acidcore / psytek / tribe. Confidence: medium_low.,free tekno / acidcore / psytek / tribe,Use AL ASLAN for free tekno / acidcore / psytek / tribe discovery. HIVE 2026 booking(s): AL ASLAN.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://musicbrainz.org/search?query=AL%20ASLAN&type=artist&method=indexed;https://www.beatport.com/search?q=AL%20ASLAN;https://www.discogs.com/search/?q=AL%20ASLAN&type=all;https://soundcloud.com/search?q=AL%20ASLAN;https://www.youtube.com/results?search_query=AL%20ASLAN,https://www.hive-festival.de/
hardgroove_techno,Alarico,International,,Alarico appears on the HIVE Festival 2026 lineup (JUNKYARD) and is cataloged here as hardgroove techno / techno. Confidence: high.,hardgroove techno / techno,Use Alarico for hardgroove techno / techno discovery. HIVE 2026 booking(s): ALARICO.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: JUNKYARD. MusicBrainz tags/disambiguation matched: techno. Official HIVE Junkyard stage context.,https://musicbrainz.org/search?query=Alarico&type=artist&method=indexed;https://www.beatport.com/search?q=Alarico;https://www.discogs.com/search/?q=Alarico&type=all;https://soundcloud.com/search?q=Alarico;https://www.youtube.com/results?search_query=Alarico,https://www.hive-festival.de/;https://musicbrainz.org/artist/19f27e4e-3f3b-4722-96c9-53c6f29d31a2;https://www.discogs.com/search/?q=hardgroove%20techno&type=all
hard_trance,Alba Franch,,,Alba Franch appears on the HIVE Festival 2026 lineup (GROOVE BEACH) and is cataloged here as hard trance / eurodance rave. Confidence: medium_high.,hard trance / eurodance rave,Use Alba Franch for hard trance / eurodance rave discovery. HIVE 2026 booking(s): ALBA FRANCH B2B ELOTRANCE.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium_high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: GROOVE BEACH. Official HIVE Groove Beach stage context; individual artist check recommended.,https://musicbrainz.org/search?query=Alba%20Franch&type=artist&method=indexed;https://www.beatport.com/search?q=Alba%20Franch;https://www.discogs.com/search/?q=Alba%20Franch&type=all;https://soundcloud.com/search?q=Alba%20Franch;https://www.youtube.com/results?search_query=Alba%20Franch,https://www.hive-festival.de/
hard_techno,Alignment,International,,Alignment appears on the HIVE Festival 2026 lineup (TECHNO CASTLE) and is cataloged here as hard techno / industrial techno / trance-influenced techno. Confidence: high.,hard techno / industrial techno / trance-influenced techno,Use Alignment for hard techno / industrial techno / trance-influenced techno discovery. HIVE 2026 booking(s): ALIGNMENT.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: TECHNO CASTLE. Official HIVE Techno Castle stage context.,https://musicbrainz.org/search?query=Alignment&type=artist&method=indexed;https://www.beatport.com/search?q=Alignment;https://www.discogs.com/search/?q=Alignment&type=all;https://soundcloud.com/search?q=Alignment;https://www.youtube.com/results?search_query=Alignment,https://www.hive-festival.de/
hard_techno,ALINA VORKO,,,ALINA VORKO appears on the HIVE Festival 2026 lineup (SLEEPLESS) and is cataloged here as hard techno / acid techno / hard trance. Confidence: medium.,hard techno / acid techno / hard trance,Use ALINA VORKO for hard techno / acid techno / hard trance discovery. HIVE 2026 booking(s): ALINA VORKO.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://musicbrainz.org/search?query=ALINA%20VORKO&type=artist&method=indexed;https://www.beatport.com/search?q=ALINA%20VORKO;https://www.discogs.com/search/?q=ALINA%20VORKO&type=all;https://soundcloud.com/search?q=ALINA%20VORKO;https://www.youtube.com/results?search_query=ALINA%20VORKO,https://www.hive-festival.de/
disco_house,ALLSTARS,,,ALLSTARS appears on the HIVE Festival 2026 lineup (DISCO FOREST) and is cataloged here as disco house / house / electro. Confidence: medium_low.,disco house / house / electro,Use ALLSTARS for disco house / house / electro discovery. HIVE 2026 booking(s): ALLSTARS B2B2B2B2B.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: DISCO FOREST. Official HIVE Disco Forest stage context; individual artist check recommended.,https://musicbrainz.org/search?query=ALLSTARS&type=artist&method=indexed;https://www.beatport.com/search?q=ALLSTARS;https://www.discogs.com/search/?q=ALLSTARS&type=all;https://soundcloud.com/search?q=ALLSTARS;https://www.youtube.com/results?search_query=ALLSTARS,https://www.hive-festival.de/
hardcore,ALLY,,,ALLY appears on the HIVE Festival 2026 lineup (RAGE CAGE) and is cataloged here as hard dance / hardcore / rawstyle. Confidence: medium.,hard dance / hardcore / rawstyle,Use ALLY for hard dance / hardcore / rawstyle discovery. HIVE 2026 booking(s): ALLY.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://musicbrainz.org/search?query=ALLY&type=artist&method=indexed;https://www.beatport.com/search?q=ALLY;https://www.discogs.com/search/?q=ALLY&type=all;https://soundcloud.com/search?q=ALLY;https://www.youtube.com/results?search_query=ALLY,https://www.hive-festival.de/
acid_techno,ALYOSHA,,,ALYOSHA appears on the HIVE Festival 2026 lineup (PIRATE BAY) and is cataloged here as free tekno / acidcore / psytek / tribe. Confidence: medium_low.,free tekno / acidcore / psytek / tribe,Use ALYOSHA for free tekno / acidcore / psytek / tribe discovery. HIVE 2026 booking(s): ALYOSHA.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://musicbrainz.org/search?query=ALYOSHA&type=artist&method=indexed;https://www.beatport.com/search?q=ALYOSHA;https://www.discogs.com/search/?q=ALYOSHA&type=all;https://soundcloud.com/search?q=ALYOSHA;https://www.youtube.com/results?search_query=ALYOSHA,https://www.hive-festival.de/
techno,Amber Broos,BE,Leuven,Amber Broos appears on the HIVE Festival 2026 lineup (SLEEPLESS) and is cataloged here as techno / acid techno / Belgian club rave. Confidence: medium_high.,techno / acid techno / Belgian club rave,Use Amber Broos for techno / acid techno / Belgian club rave discovery. HIVE 2026 booking(s): AMBER BROOS.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium_high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: SLEEPLESS. MusicBrainz tags/disambiguation matched: techno. Official HIVE Sleepless stage context.,https://musicbrainz.org/search?query=Amber%20Broos&type=artist&method=indexed;https://www.beatport.com/search?q=Amber%20Broos;https://www.discogs.com/search/?q=Amber%20Broos&type=all;https://soundcloud.com/search?q=Amber%20Broos;https://www.youtube.com/results?search_query=Amber%20Broos,https://www.hive-festival.de/;https://musicbrainz.org/artist/5da62a45-db57-4184-81ab-fcf835d5bce8
techno,AMO,,,AMO appears on the HIVE Festival 2026 lineup (LIBIDOH LAB) and is cataloged here as queer techno / club rave / hard groove. Confidence: low.,queer techno / club rave / hard groove,Use AMO for queer techno / club rave / hard groove discovery. HIVE 2026 booking(s): AMO.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: LIBIDOH LAB. Official HIVE Libidoh Lab stage context only.,https://musicbrainz.org/search?query=AMO&type=artist&method=indexed;https://www.beatport.com/search?q=AMO;https://www.discogs.com/search/?q=AMO&type=all;https://soundcloud.com/search?q=AMO;https://www.youtube.com/results?search_query=AMO,https://www.hive-festival.de/
acid_techno,ANAÏS-LIN,,,ANAÏS-LIN appears on the HIVE Festival 2026 lineup (PIRATE BAY) and is cataloged here as free tekno / acidcore / psytek / tribe. Confidence: medium_low.,free tekno / acidcore / psytek / tribe,Use ANAÏS-LIN for free tekno / acidcore / psytek / tribe discovery. HIVE 2026 booking(s): ANAÏS-LIN B2B GOLANSKI.,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: PIRATE BAY. Official HIVE Pirate Bay stage context; app has no dedicated free-tekno style.,https://musicbrainz.org/search?query=ANA%C3%8FS-LIN&type=artist&method=indexed;https://www.beatport.com/search?q=ANA%C3%8FS-LIN;https://www.discogs.com/search/?q=ANA%C3%8FS-LIN&type=all;https://soundcloud.com/search?q=ANA%C3%8FS-LIN;https://www.youtube.com/results?search_query=ANA%C3%8FS-LIN,https://www.hive-festival.de/
industrial_techno,AnD,International,,AnD appears on the HIVE Festival 2026 lineup (RAGE CAGE) and is cataloged here as industrial techno / hard techno. Confidence: high.,industrial techno / hard techno,Use AnD for industrial techno / hard techno discovery. HIVE 2026 booking(s): AND.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: RAGE CAGE. Official HIVE Rage Cage stage context.,https://musicbrainz.org/search?query=AnD&type=artist&method=indexed;https://www.beatport.com/search?q=AnD;https://www.discogs.com/search/?q=AnD&type=all;https://soundcloud.com/search?q=AnD;https://www.youtube.com/results?search_query=AnD,https://www.hive-festival.de/
gabber,Angerfist,International,Almere,Angerfist appears on the HIVE Festival 2026 lineup (TECHNO CASTLE) and is cataloged here as gabber / hardcore techno. Confidence: high.,gabber / hardcore techno,Use Angerfist for gabber / hardcore techno discovery. HIVE 2026 booking(s): ANGERFIST B2B VIEZE ASBAK.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,"curated_known_artist_or_scene_source; stages: TECHNO CASTLE. MusicBrainz tags/disambiguation matched: gabber, hardcore, hardcore techno. Official HIVE Techno Castle stage context.",https://musicbrainz.org/search?query=Angerfist&type=artist&method=indexed;https://www.beatport.com/search?q=Angerfist;https://www.discogs.com/search/?q=Angerfist&type=all;https://soundcloud.com/search?q=Angerfist;https://www.youtube.com/results?search_query=Angerfist,https://www.hive-festival.de/;https://musicbrainz.org/artist/91d8e441-73a6-48a6-aed1-2bef4da87799
progressive_psy,Animato,International,,Animato appears on the HIVE Festival 2026 lineup (PSY LAGOON) and is cataloged here as progressive psytrance / psytrance. Confidence: high.,progressive psytrance / psytrance,Use Animato for progressive psytrance / psytrance discovery. HIVE 2026 booking(s): ANIMATO.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: PSY LAGOON. MusicBrainz tags/disambiguation matched: psytrance. Official HIVE Psy Lagoon stage context.,https://musicbrainz.org/search?query=Animato&type=artist&method=indexed;https://www.beatport.com/search?q=Animato;https://www.discogs.com/search/?q=Animato&type=all;https://soundcloud.com/search?q=Animato;https://www.youtube.com/results?search_query=Animato,https://www.hive-festival.de/;https://musicbrainz.org/artist/55e6ca59-296b-49d5-9153-92a8636c239a;https://ibogarecords.bandcamp.com/music
hardcore,AniMe,International,Piacenza,AniMe appears on the HIVE Festival 2026 lineup (RAGE CAGE) and is cataloged here as hardcore / gabber. Confidence: high.,hardcore / gabber,Use AniMe for hardcore / gabber discovery. HIVE 2026 booking(s): ANIME.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,curated_known_artist_or_scene_source; stages: RAGE CAGE. MusicBrainz tags/disambiguation matched: hardcore. Official HIVE Rage Cage stage context.,https://musicbrainz.org/search?query=AniMe&type=artist&method=indexed;https://www.beatport.com/search?q=AniMe;https://www.discogs.com/search/?q=AniMe&type=all;https://soundcloud.com/search?q=AniMe;https://www.youtube.com/results?search_query=AniMe,https://www.hive-festival.de/;https://musicbrainz.org/artist/135c3615-e3be-43c5-b128-96471db351b3
industrial_techno,ANTONYM,GB,,ANTONYM appears on the HIVE Festival 2026 lineup (BOUNCE TEMPLE) and is cataloged here as industrial techno / hard techno. Confidence: high.,industrial techno / hard techno,Use ANTONYM for industrial techno / hard techno discovery. HIVE 2026 booking(s): HUMAN ERROR B2B ANTONYM.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,high,hive_festival_2026_lineup_artist,musicbrainz_artist_tags; stages: BOUNCE TEMPLE. MusicBrainz tags/disambiguation matched: industrial techno. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://musicbrainz.org/search?query=ANTONYM&type=artist&method=indexed;https://www.beatport.com/search?q=ANTONYM;https://www.discogs.com/search/?q=ANTONYM&type=all;https://soundcloud.com/search?q=ANTONYM;https://www.youtube.com/results?search_query=ANTONYM,https://www.hive-festival.de/;https://musicbrainz.org/artist/2a8539d7-11c6-4031-98ce-dc896f7ff218
hard_trance,ANUUK,,,ANUUK appears on the HIVE Festival 2026 lineup (BOUNCE TEMPLE) and is cataloged here as bounce / hard trance / eurodance rave. Confidence: medium_low.,bounce / hard trance / eurodance rave,Use ANUUK for bounce / hard trance / eurodance rave discovery. HIVE 2026 booking(s): ANUUK & DONCHOPPA (LIVE).,hive_festival_2026_subgenres,https://www.hive-festival.de/,needs_review,medium_low,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: BOUNCE TEMPLE. Official HIVE Bounce Temple stage context; app has no dedicated bounce style.,https://musicbrainz.org/search?query=ANUUK&type=artist&method=indexed;https://www.beatport.com/search?q=ANUUK;https://www.discogs.com/search/?q=ANUUK&type=all;https://soundcloud.com/search?q=ANUUK;https://www.youtube.com/results?search_query=ANUUK,https://www.hive-festival.de/
hard_techno,AREA ØNE,,,AREA ØNE appears on the HIVE Festival 2026 lineup (SLEEPLESS) and is cataloged here as hard techno / acid techno / hard trance. Confidence: medium.,hard techno / acid techno / hard trance,Use AREA ØNE for hard techno / acid techno / hard trance discovery. HIVE 2026 booking(s): AREA ØNE.,hive_festival_2026_subgenres,https://www.hive-festival.de/,published,medium,hive_festival_2026_lineup_artist,official_hive_stage_context; stages: SLEEPLESS. Official HIVE Sleepless stage context.,https://musicbrainz.org/search?query=AREA%20%C3%98NE&type=artist&method=indexed;https://www.beatport.com/search?q=AREA%20%C3%98NE;https://www.discogs.com/search/?q=AREA%20%C3%98NE&type=all;https://soundcloud.com/search?q=AREA%20%C3%98NE;https://www.youtube.com/results?search_query=AREA%20%C3%98NE,https://www.hive-festival.de/
