style,artist,song,label,bpm_exact,release_date,duration_sec,country,city,artist_bio,artist_genre,artist_profile_hint,source
deep_house,Osunlade,Envision,Yoruba Records,120,2011,420,United States,,"Osunlade e referencia de deep house espiritual e organico.",Deep House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
deep_house,Motor City Drum Ensemble,Raw Cuts 3,MCDE,120,2009,420,Germany,,"Motor City Drum Ensemble representa deep house cru e soul.",Deep House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
downtempo,Boards Of Canada,Dayvan Cowboy,Warp Records,90,2005,300,United Kingdom,,"Boards Of Canada conecta downtempo e IDM analogica.",Downtempo,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
downtempo,Quantic,Time Is The Enemy,Tru Thoughts,95,2001,300,United Kingdom,,"Quantic mistura downtempo com groove global.",Downtempo,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
downtempo,DJ Shadow,Midnight In A Perfect World,Mo Wax,90,1996,300,United States,,"DJ Shadow e marco do downtempo instrumental e trip hop.",Downtempo,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
drum_and_bass,Goldie,Timeless,FFRR,174,1995,600,United Kingdom,,"Goldie levou drum and bass a uma linguagem cinematica.",Drum And Bass,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
drum_and_bass,Pendulum,Slam,Breakbeat Kaos,174,2005,330,Australia,,"Pendulum popularizou drum and bass energetico e melodico.",Drum And Bass,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
drum_and_bass,Chase And Status,No Problem,RAM Records,174,2011,330,United Kingdom,,"Chase And Status conectam drum and bass de club e crossover.",Drum And Bass,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro,Drexciya,Wavejumper,Underground Resistance,128,1995,360,United States,Detroit,"Drexciya e referencia essencial do electro de Detroit.",Electro,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro,Aux 88,Direct Drive,Direct Beat,128,1995,360,United States,Detroit,"Aux 88 representa electro bass de Detroit.",Electro,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro,Anthony Rother,Redlight District,Datapunk,128,2001,360,Germany,,"Anthony Rother e nome importante do electro europeu.",Electro,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro_house,Boys Noize,Jeffer,Boysnoize Records,128,2009,320,Germany,,"Boys Noize representa electro house cru e acido.",Electro House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro_house,The Bloody Beetroots,Warp,Dim Mak,128,2009,300,Italy,,"The Bloody Beetroots levaram electro house agressivo para festivais.",Electro House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
electro_house,Feed Me,One Click Headshot,mau5trap,128,2012,300,United Kingdom,,"Feed Me mistura electro house detalhado e bass music.",Electro House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
forest_psy,Ka Sol,Fairytale,Stoneage Records,148,2006,520,Sweden,,"Ka Sol e referencia cult do forest psy sueco.",Forest Psy,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
forest_psy,Tengri,Laylines,Parvati Records,148,2015,500,North Macedonia,,"Tengri representa forest psy atmosferico e organico.",Forest Psy,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
forest_psy,Onkel Dunkel,Use Your Head,Parvati Records,148,2008,500,Denmark,,"Onkel Dunkel e nome importante do forest psy dinamarques.",Forest Psy,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
gabber,The Stunned Guys,Love Really Sucks,Traxtorm Records,180,1997,330,Italy,,"The Stunned Guys sao referencia do gabber europeu.",Gabber,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
gabber,Drokz,Sloop Die Speakers,Thunderdome,190,2000,330,Netherlands,,"Drokz representa hardcore e gabber extremo.",Gabber,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
gabber,DJ Paul Elstak,Luv U More,Rotterdam Records,170,1995,330,Netherlands,Rotterdam,"DJ Paul Elstak e nome historico do gabber holandes.",Gabber,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
goa_trance,Man With No Name,Teleport,Dragonfly Records,145,1998,480,United Kingdom,,"Man With No Name e referencia classica do goa trance.",Goa Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
goa_trance,Hallucinogen,LSD,Twisted Records,145,1994,500,United Kingdom,,"Hallucinogen e fundamental para o goa e psytrance classico.",Goa Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
goa_trance,Transwave,Land Of Freedom,Distance,145,1996,500,France,,"Transwave e nome essencial do goa trance europeu.",Goa Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hard_techno,Rebekah,Code Black,CLR,150,2013,390,United Kingdom,,"Rebekah representa hard techno moderno e intenso.",Hard Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hard_techno,Remco Beekwilder,Industrofunk,EMERALD,148,2018,390,Netherlands,,"Remco Beekwilder conecta hard techno e textura rave.",Hard Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hard_techno,AnD,The Surface Of Last Scattering,Electric Deluxe,150,2014,390,United Kingdom,,"AnD representa techno duro industrial e de alta pressao.",Hard Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hardstyle,Wildstylez,Year Of Summer,Digital Age,150,2012,330,Netherlands,,"Wildstylez e referencia de hardstyle melodico.",Hardstyle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hardstyle,Coone,Words From The Gang,Dirty Workz,150,2007,330,Belgium,,"Coone e nome importante do hardstyle belga.",Hardstyle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
hardstyle,Brennan Heart,Imaginary,WE R,150,2013,330,Netherlands,,"Brennan Heart representa hardstyle melodico de festival.",Hardstyle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
idm,Aphex Twin,Windowlicker,Warp Records,120,1999,360,United Kingdom,,"Aphex Twin e um dos nomes centrais da IDM.",IDM,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
idm,Four Tet,Angel Echoes,Domino,125,2010,300,United Kingdom,,"Four Tet conecta IDM e musica eletronica organica.",IDM,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
idm,Clark,Ted,Warp Records,130,2006,300,United Kingdom,,"Clark representa IDM fisica e textural.",IDM,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
industrial_techno,Blawan,Why They Hide Their Bodies Under My Garage,Hinge Finger,135,2012,390,United Kingdom,,"Blawan representa techno industrial cru e experimental.",Industrial Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
industrial_techno,Regis,Speak To Me,Downwards,138,1996,360,United Kingdom,,"Regis e um dos nomes fundamentais do techno industrial britanico.",Industrial Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
industrial_techno,Paula Temple,Deathvox,R And S Records,140,2013,390,United Kingdom,,"Paula Temple conecta techno industrial e som de alto impacto.",Industrial Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jump_up,A.M.C,Southpaw,Titan Records,174,2015,330,United Kingdom,,"A.M.C representa drum and bass rapido e tecnico.",Jump Up,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jump_up,Original Sin,Therapy,Playaz,174,2009,330,United Kingdom,,"Original Sin e nome forte do jump up britanico.",Jump Up,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jump_up,Majistrate,Inside The Machine,Low Down Deep,174,2014,330,United Kingdom,,"Majistrate representa jump up pesado e funcional.",Jump Up,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jungle,Congo Natty,Junglist,Big Cat,170,1995,330,United Kingdom,,"Congo Natty e referencia do jungle com raiz soundsystem.",Jungle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jungle,Omni Trio,Renegade Snares,Moving Shadow,165,1993,360,United Kingdom,,"Omni Trio marcou o jungle melodico e atmosferico.",Jungle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
jungle,LTJ Bukem,Demon's Theme,Good Looking Records,165,1992,390,United Kingdom,,"LTJ Bukem trouxe profundidade atmosferica ao jungle.",Jungle,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
liquid_dnb,Netsky,Memory Lane,Hospital Records,174,2010,330,Belgium,,"Netsky popularizou liquid drum and bass melodico.",Liquid DnB,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
liquid_dnb,Camo And Krooked,All Night,Hospital Records,174,2010,330,Austria,,"Camo And Krooked conectam liquid e dnb de festival.",Liquid DnB,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
liquid_dnb,London Elektricity,Just One Second,Hospital Records,174,2008,360,United Kingdom,,"London Elektricity e referencia do liquid dnb da Hospital.",Liquid DnB,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
melodic_techno,Tale Of Us,Another Earth,M_nus,124,2013,480,Italy,,"Tale Of Us ajudou a popularizar melodic techno emocional.",Melodic Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
melodic_techno,Adriatique,Ray,Diynamic,124,2015,480,Switzerland,,"Adriatique representa melodic techno sofisticado e escuro.",Melodic Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
melodic_techno,Recondite,Levo,Innervisions,124,2014,430,Germany,,"Recondite cria melodic techno minimalista e emocional.",Melodic Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
minimal_techno,Mathew Jonson,Marionette,Wagon Repair,128,2005,620,Canada,,"Mathew Jonson e referencia de minimal techno melodico e longo.",Minimal Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
minimal_techno,Magda,48 Hour Crack In Your Bass,M_nus,128,2003,430,United States,,"Magda representa minimal techno ligado a Minus.",Minimal Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
minimal_techno,Marc Houle,Bay Of Figs,M_nus,128,2004,430,Canada,,"Marc Houle e nome importante do minimal techno canadense.",Minimal Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
neurofunk,Ed Rush And Optical,Bacteria,V Recordings,174,1998,390,United Kingdom,,"Ed Rush And Optical ajudaram a formar a linguagem neurofunk.",Neurofunk,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
neurofunk,Mefjus,Suicide Bassline,Critical Music,174,2014,330,Austria,,"Mefjus representa neurofunk tecnico e moderno.",Neurofunk,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
neurofunk,The Upbeats,Diffused,Vision,174,2012,330,New Zealand,,"The Upbeats conectam neurofunk e dnb pesado.",Neurofunk,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
organic_house,Nu,Man O To,Kindisch,116,2012,500,Germany,,"Nu representa organic house lento e hipnotico.",Organic House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
organic_house,Sainte Vie,High Seas,Akumandra,118,2018,430,Mexico,,"Sainte Vie mistura organic house e melodias profundas.",Organic House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
organic_house,Bedouin,Set The Controls,Crosstown Rebels,118,2016,430,United States,,"Bedouin representa organic house atmosferico e global.",Organic House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
peak_time_techno,Enrico Sangiuliano,Moon Rocks,Drumcode,132,2016,430,Italy,,"Enrico Sangiuliano representa peak time techno moderno.",Peak Time Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
peak_time_techno,Sam Paganini,Rave,Drumcode,132,2014,430,Italy,,"Sam Paganini e conhecido por techno peak time direto.",Peak Time Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
peak_time_techno,Reinier Zonneveld,Things We Might Have Said,Filth On Acid,135,2017,430,Netherlands,,"Reinier Zonneveld conecta acid e peak time techno.",Peak Time Techno,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
progressive_house,John Digweed,Gridlock,Bedrock,126,2007,520,United Kingdom,,"John Digweed e referencia historica do progressive house.",Progressive House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
progressive_house,James Holden,A Break In The Clouds,Border Community,128,2003,520,United Kingdom,,"James Holden marcou o progressive house emocional e experimental.",Progressive House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
progressive_house,Hernan Cattaneo,Satellite,Sudbeat,124,2014,520,Argentina,,"Hernan Cattaneo e referencia global do progressive house.",Progressive House,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psy_comercial,Alok,Hear Me Now,Spinnin Records,145,2016,200,Brazil,,"Alok representa o crossover brasileiro da musica eletronica de festival.",Psy Festival,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psy_comercial,Skazi,Hit And Run,Chemical Crew,145,2004,430,Israel,,"Skazi e conhecido por psytrance de impacto rock e festival.",Psy Festival,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psy_comercial,Astrix,Deep Jungle Walk,HOMmega,145,2016,540,Israel,,"Astrix tambem funciona como porta de entrada para psytrance de grande pista.",Psy Festival,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psytrance,Electric Universe,The Prayer,Dacru Records,145,2014,480,Germany,,"Electric Universe e referencia de psytrance melodico e direto.",Psytrance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psytrance,Earthspace,Off The Ground,Nano Records,145,2016,470,Brazil,,"Earthspace representa psytrance brasileiro moderno e psicodelico.",Psytrance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
psytrance,Outsiders,Our Moment Has Arrived,Sacred Technology,145,2016,470,Israel,,"Outsiders traz psytrance moderno com pressao limpa.",Psytrance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
trance_uplifting,Ferry Corsten,Punk,Tsunami,138,2002,420,Netherlands,,"Ferry Corsten e figura central do trance europeu.",Uplifting Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
trance_uplifting,Paul van Dyk,For An Angel,Vandit,138,1998,430,Germany,,"Paul van Dyk e referencia historica do trance uplifting.",Uplifting Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
trance_uplifting,OceanLab,Satellite,Anjunabeats,138,2004,430,United Kingdom,,"OceanLab representa trance vocal melodico e emocional.",Uplifting Trance,"Expansao v3 para aumentar cobertura por subgenero.",verified_track_expansion_v3
