"style","artist","country","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor_url","profile_tracks","source_note"
"acid_techno","Mobile Dogwash","International","Mobile Dogwash entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Mobile Dogwash como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_seed_v12","https://www.discogs.com/search/?q=acid%20techno&type=all","","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Pounding Grooves","International","Pounding Grooves entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Pounding Grooves como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_seed_v12","https://www.discogs.com/search/?q=acid%20techno&type=all","","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Rozzer's Dog","International","Rozzer's Dog entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Rozzer's Dog como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_seed_v12","https://www.discogs.com/search/?q=acid%20techno&type=all","","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Secret Hero","International","Secret Hero entra na expansao v12 para aprofundar acid techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","acid techno","Use Secret Hero como seed de acid techno; recorte: acid techno, 303 pressure, warehouse drive and free-party roots.","artist_seed_v12","https://www.discogs.com/search/?q=acid%20techno&type=all","","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Thomas P. Heckmann","Germany","Thomas P. Heckmann entra no lote techno v4 como referencia de acid techno, usando ""Amphetamine"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Acid Techno / Acid Trance","Anchor editorial v4 para acid techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","european_acid_classic","https://www.discogs.com/search/?q=Thomas%20P.%20Heckmann%20Amphetamine&type=all","Amphetamine (135)","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"acid_techno","Woody McBride","United States","Woody McBride entra no lote techno v4 como referencia de acid techno, usando ""Basketball Heroes"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Acid Techno / Midwest Acid","Anchor editorial v4 para acid techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","midwest_acid_depth","https://www.discogs.com/search/?q=Woody%20McBride%20Basketball%20Heroes&type=all","Basketball Heroes (130)","Curated techno v4 expansion for acid techno; acid techno, 303 pressure, warehouse drive and free-party roots."
"ambient_techno","Aphex Twin","International","Aphex Twin entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Aphex Twin como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","As One","International","As One entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use As One como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Autechre","International","Autechre entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Autechre como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Black Dog Productions","International","Black Dog Productions entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Black Dog Productions como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Future/Past","International","Future/Past entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Future/Past como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Kirk Degiorgio","International","Kirk Degiorgio entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Kirk Degiorgio como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Move D","International","Move D entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Move D como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Orbital","United Kingdom","Orbital entra no lote techno v4 como referencia de ambient techno, usando ""Belfast"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Ambient Techno / Rave Ambient","Anchor editorial v4 para ambient techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_rave_ambient_anchor","https://www.discogs.com/search/?q=Orbital%20Belfast&type=all","Belfast (120)","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Pete Namlook","International","Pete Namlook entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Pete Namlook como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Plaid","International","Plaid entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Plaid como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Seefeel","International","Seefeel entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Seefeel como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Speedy J","Netherlands","Speedy J entra no lote techno v4 como referencia de ambient techno, usando ""De-Orbit"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Ambient Techno / Detroit Techno","Anchor editorial v4 para ambient techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","plus8_ambient_techno","https://www.discogs.com/search/?q=Speedy%20J%20De-Orbit&type=all","De-Orbit (126)","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Stasis","International","Stasis entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use Stasis como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","System 7","International","System 7 entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use System 7 como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","The Future Sound of London","United Kingdom","The Future Sound of London entra no lote techno v4 como referencia de ambient techno, usando ""Papua New Guinea"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Ambient Techno / Ambient House","Anchor editorial v4 para ambient techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_ambient_crossover","https://www.discogs.com/search/?q=The%20Future%20Sound%20of%20London%20Papua%20New%20Guinea&type=all","Papua New Guinea (102)","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","The Irresistible Force","International","The Irresistible Force entra na expansao v12 para aprofundar ambient techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","ambient techno","Use The Irresistible Force como seed de ambient techno; recorte: ambient techno, IDM-adjacent listening techno and soft machine pulse.","artist_seed_v12","https://www.discogs.com/search/?q=ambient%20techno&type=all","","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"ambient_techno","Ultramarine","United Kingdom","Ultramarine entra no lote techno v4 como referencia de ambient techno, usando ""Stella"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Ambient Techno / Ambient House","Anchor editorial v4 para ambient techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_pastoral_techno","https://www.discogs.com/search/?q=Ultramarine%20Stella&type=all","Stella (112)","Curated techno v4 expansion for ambient techno; ambient techno, IDM-adjacent listening techno and soft machine pulse."
"bleep_techno","808 State","United Kingdom","808 State entra no lote techno v4 como referencia de bleep techno, usando ""Cubik"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Bleep Techno / Rave Techno","Anchor editorial v4 para bleep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","rave_bleep_crossover","https://www.discogs.com/search/?q=808%20State%20Cubik&type=all","Cubik (122)","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Ability II","United Kingdom","Ability II entra no lote techno v4 como referencia de bleep techno, usando ""Pressure Dub"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Bleep Techno / Dub Techno","Anchor editorial v4 para bleep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","bleep_dub_anchor","https://www.discogs.com/search/?q=Ability%20II%20Pressure%20Dub&type=all","Pressure Dub (122)","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Cubic 22","United Kingdom","Cubic 22 entra na expansao v12 para aprofundar bleep techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","bleep techno","Use Cubic 22 como seed de bleep techno; recorte: bleeps, sub bass, rave minimalism and early UK techno pressure.","artist_seed_v12","https://www.discogs.com/search/?q=bleep%20techno&type=all","","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Ital Rockers","United Kingdom","Ital Rockers entra no lote techno v4 como referencia de bleep techno, usando ""Ital's Anthem"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Bleep Techno / UK Bass","Anchor editorial v4 para bleep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_bass_bleep_depth","https://www.discogs.com/search/?q=Ital%20Rockers%20Ital's%20Anthem&type=all","Ital's Anthem (124)","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Lords of Afford","United Kingdom","Lords of Afford entra na expansao v12 para aprofundar bleep techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","bleep techno","Use Lords of Afford como seed de bleep techno; recorte: bleeps, sub bass, rave minimalism and early UK techno pressure.","artist_seed_v12","https://www.discogs.com/search/?q=bleep%20techno&type=all","","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Man Machine","United Kingdom","Man Machine entra na expansao v12 para aprofundar bleep techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","bleep techno","Use Man Machine como seed de bleep techno; recorte: bleeps, sub bass, rave minimalism and early UK techno pressure.","artist_seed_v12","https://www.discogs.com/search/?q=bleep%20techno&type=all","","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Nexus 21","United Kingdom","Nexus 21 entra no lote techno v4 como referencia de bleep techno, usando ""Self Hypnosis"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Bleep Techno / UK Techno","Anchor editorial v4 para bleep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","network_bleep_anchor","https://www.discogs.com/search/?q=Nexus%2021%20Self%20Hypnosis&type=all","Self Hypnosis (124)","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Rhythmatic","United Kingdom","Rhythmatic entra no lote techno v4 como referencia de bleep techno, usando ""Take Me Back"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Bleep Techno / UK Rave","Anchor editorial v4 para bleep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_rave_bleep_depth","https://www.discogs.com/search/?q=Rhythmatic%20Take%20Me%20Back&type=all","Take Me Back (124)","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","The Step","United Kingdom","The Step entra na expansao v12 para aprofundar bleep techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","bleep techno","Use The Step como seed de bleep techno; recorte: bleeps, sub bass, rave minimalism and early UK techno pressure.","artist_seed_v12","https://www.discogs.com/search/?q=bleep%20techno&type=all","","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"bleep_techno","Tuff Little Unit","United Kingdom","Tuff Little Unit entra na expansao v12 para aprofundar bleep techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","bleep techno","Use Tuff Little Unit como seed de bleep techno; recorte: bleeps, sub bass, rave minimalism and early UK techno pressure.","artist_seed_v12","https://www.discogs.com/search/?q=bleep%20techno&type=all","","Curated techno v4 expansion for bleep techno; bleeps, sub bass, rave minimalism and early UK techno pressure."
"broken_techno","Facta","United Kingdom","Facta entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Facta como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Happa","United Kingdom","Happa entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Happa como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Hodge","United Kingdom","Hodge entra no lote techno v4 como referencia de broken techno, usando ""Amor Fati"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / Bristol Techno","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","bristol_broken_anchor","https://www.discogs.com/search/?q=Hodge%20Amor%20Fati&type=all","Amor Fati (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Joe","United Kingdom","Joe entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Joe como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","K-Lone","United Kingdom","K-Lone entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use K-Lone como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Karenn","United Kingdom","Karenn entra no lote techno v4 como referencia de broken techno, usando ""On Request"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / Raw Techno","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","karenn_broken_anchor","https://www.discogs.com/search/?q=Karenn%20On%20Request&type=all","On Request (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Kowton","United Kingdom","Kowton entra no lote techno v4 como referencia de broken techno, usando ""Glock & Roll"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / Bristol Techno","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","livity_broken_depth","https://www.discogs.com/search/?q=Kowton%20Glock%20%26%20Roll&type=all","Glock & Roll (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Lurka","United Kingdom","Lurka entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Lurka como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Mosca","United Kingdom","Mosca entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Mosca como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Pariah","United Kingdom","Pariah entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Pariah como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Pearson Sound","United Kingdom","Pearson Sound entra no lote techno v4 como referencia de broken techno, usando ""XLB"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / UK Bass","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","uk_bass_syncopation","https://www.discogs.com/search/?q=Pearson%20Sound%20XLB&type=all","XLB (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Pessimist","United Kingdom","Pessimist entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Pessimist como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Peverelist","United Kingdom","Peverelist entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Peverelist como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Ploy","United Kingdom","Ploy entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Ploy como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Sully","United Kingdom","Sully entra na expansao v12 para aprofundar broken techno no Sonic Search e reduzir repeticao de artistas em recomendacoes e descoberta dinamica.","broken techno","Use Sully como seed de broken techno; recorte: syncopated techno, UK bass pressure and broken club rhythm.","artist_seed_v12","https://www.discogs.com/search/?q=broken%20techno&type=all","","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Tessela","United Kingdom","Tessela entra no lote techno v4 como referencia de broken techno, usando ""Hackney Parrot"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / Breakbeat Techno","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","breakbeat_techno_anchor","https://www.discogs.com/search/?q=Tessela%20Hackney%20Parrot&type=all","Hackney Parrot (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Untold","United Kingdom","Untold entra no lote techno v4 como referencia de broken techno, usando ""Motion The Dance"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Broken Techno / UK Techno","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","hemlock_broken_depth","https://www.discogs.com/search/?q=Untold%20Motion%20The%20Dance&type=all","Motion The Dance (130)","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
