"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_url","status","confidence","scene_role","aliases","source_note","social_discovery_links","label_links","profile_tracks"
"psycore","Neutralizer","Greece","","Neutralizer aparece em Amor Fati e Memento Mori com contexto de psycore/hi-tech grego.","psycore / hi-tech","Usar como psycore/hi-tech; tambem aparece em formato vs Varazslo.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium_high","festival_live","","Amor Fati sabado 12:00; Memento Mori 14:00; Varazslo vs Neutralizer 18:00.","https://www.youtube.com/results?search_query=Neutralizer%20psycore","",""
"psycore","Lonchar","Uzbekistan","","Lonchar aparece em Naturaiz Amor Fati e Naturaiz Memento Mori como estreia/contexto internacional de psycore/hi-tech.","psycore / hi-tech","Adicionar a recomendacoes de psycore com evento associado.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium_high","festival_live","","Amor Fati domingo 12:00; Memento Mori 16:00.","https://www.youtube.com/results?search_query=Lonchar%20psycore","",""
"forest_psy","Umber Vamber","Russia","Moscow","Umber Vamber ja estava no pacote Cosmic Crew como dark forest/forest; a linha nova conecta o artista a Cosmic Crew 2026.","dark forest psytrance / forest psytrance","Ja existe no catalogo; manter como forest/dark forest, nao hi-tech.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew - Psychedelic Revolution 31/07-02/08/2026.","https://umbervamber1.bandcamp.com/","https://soundofnaturerecords.bandcamp.com/","Seeker;Thundering Smoke;Dark Times"
"forest_psy","Umber Sonus","Russia","Moscow","Umber Sonus ja estava classificado como dark forest/forest no pacote Cosmic Crew.","dark forest psytrance / forest psytrance","Manter em forest/dark forest apesar de faixas acima de 160 BPM.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026 reforca o contexto de festa.","https://umbervamber1.bandcamp.com/","","The Web of Meaning;Bipolar Inversion"
"dark_psy","Phagos Sonus","Russia","Moscow","Phagos Sonus ja estava no pacote Cosmic Crew como dark psy/forest narrativo.","dark psy / forest","Usar dark psy/forest; nao hi-tech.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew - Psychedelic Revolution 2026.","https://phagossonus.bandcamp.com/","https://lycantroprecords.bandcamp.com/","Theatre of the Dust"
"dark_psy","Ipotocaticac","France","Paris","Ipotocaticac ja estava corrigido no pacote Cosmic Crew como dark psy/forest/psygressive.","dark psy / forest psy / psygressive","Manter grafia Ipotocaticac; evitar OCR Ipotocatticac.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","Ipotocattica; Ipotocatticac","Cosmic Crew 2026.","https://atomesmusic.bandcamp.com/album/the-mirror-of-the-world","","The Mirror of the World"
"hi_tech","Paralocks","South Africa","","Paralocks ja estava no pacote Cosmic Crew como hi-tech; Paralocks Retro deve ser tratado como formato/set do mesmo projeto.","hi-tech psytrance / psycore","Usar em hi-tech/psycore; Retro nao vira artista separado.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","Paralocks Retro","Cosmic Crew 2026 inclui Paralocks e Paralocks Retro.","https://www.youtube.com/results?search_query=Paralocks%20hi%20tech","https://beatspace-mittaimusic.bandcamp.com/","Full Acceptance"
"freeform","Salakavala","Finland","","Salakavala ja estava classificado como freeform/suomisaundi no pacote Cosmic Crew.","freeform psytrance / suomisaundi","Usar para freeform finlandes e suomisaundi, nao darkpsy puro.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026.","https://www.salakavala.net/discography/","",""
"freeform","Igor Swamp","Finland","","Igor Swamp ja estava classificado como freeform/suomisaundi no pacote Cosmic Crew.","freeform psytrance / suomisaundi","Usar em freeform e west-psy; evitar classificar como hi-tech.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026.","https://www.igorswamp.net/discography/","",""
"freeform","Gaida","Finland","","Gaida ja estava no pacote Cosmic Crew como freeform com mistura de Goa, suomisaundi e forest.","freeform / goa / forest","Usar em freeform/psytrance experimental de festa.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026.","https://nullzone2007.bandcamp.com/album/guidance","","Guidance"
"forest_psy","Dylalien","United States","","Dylalien ja estava no pacote Cosmic Crew como forest/darkpsy pelo material ligado a Moon Koradji.","forest psy / dark psy","Usar em forest/dark psy; nao mover para hi-tech.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium_high","festival_live","","Cosmic Crew 2026.","https://www.moonkoradji.com/artists/dylalien","","B. Whalian"
"dark_psy","Alcohbata","Brazil","","Alcohbata ja estava corrigido no pacote Cosmic Crew; classificar como dark psy/forest-adjacent.","dark psy / forest-adjacent","Usar Alcohbata; nao usar Alcohibata como nome principal.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","Alcohibata","Cosmic Crew 2026.","https://katayyrecords.bandcamp.com/album/alcohbata-welcome-to-this-world","https://katayyrecords.bandcamp.com/","Pure Love;Youtab Ariobarzan;Morning Ritual"
"forest_psy","Traxon","Brazil","","Traxon ja estava no pacote Cosmic Crew como forest psy brasileiro.","forest psytrance / dark psy","Usar em forest psy; manter contexto brasileiro de Cosmic Crew.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026.","https://woodogrecordingsofficial.bandcamp.com/album/v-a-brazilian-shamans-compiled-by-tiago-pires","","Taxi Pilot"
"dark_progressive","Minimal Criminal","Brazil","","Minimal Criminal ja estava classificado como dark progressive/zenonesque, nao dark psy nem hi-tech.","dark progressive / zenonesque","Manter em dark progressive para recomendacoes de pista mais groove/zenon.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew 2026.","https://www.youtube.com/results?search_query=Minimal%20Criminal%20dark%20progressive","",""
"freeform","At Work vs Mielikki","Brazil","Sao Paulo","At Work tem perfil de produtor freeform; Mielikki deve aparecer aqui como DJ/session no B2B, nao como produtora autoral sem release verificado.","freeform / suomisaundi B2B","Promover o B2B para recomendacao de set/session, mantendo Mielikki fora do catalogo de produtor.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium_high","festival_b2b_session","At Work; Mielikki","Cosmic Crew 2026 inclui At Work vs Mielikki.","https://randomrecords.bandcamp.com/album/intrusive-thoughts;https://www.youtube.com/results?search_query=Mielikki%20psytrance%20DJ%20set","https://randomrecords.bandcamp.com/","Intrusive Thoughts"
"hi_tech","DJ Booo","Brazil","","DJ Booo ja existia no radar de sets; deve aparecer em Cosmic Crew como DJ hi-tech/psycore, separado de produtor autoral.","hi-tech / psycore DJ","Recomendacao por set publico e contexto Cosmic Crew.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium_high","festival_dj_session","Booo; Dj BooO","Cosmic Crew 2026; manter como DJ/session.","https://soundcloud.com/booo_cosmic_crew/dj-booo-reveilloz-2018-2019","","DJ BOOO - ReveillOz 2018/2019"
"forest_psy","Sutemi","International","","Sutemi deve entrar como DJ de forest/dark psy no line-up Cosmic Crew; sem promover a produtor sem faixa propria verificada.","forest psy / dark psy DJ","Incluir nas recomendacoes de DJ/session, nao no catalogo de tracks autorais.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium_high","festival_dj_session","","Cosmic Crew 2026; Parvati trata Sutemi como DJ em fonte anterior.","https://www.youtube.com/results?search_query=Sutemi%20forest%20psy%20DJ%20set","https://parvati-records.com/",""
"dark_experimental","IndacoRuna","Italy","","IndacoRuna ja estava no pacote Cosmic Crew como dark experimental/psycore com material verificado.","dark experimental psytrance / psycore","Usar em ritual/dark experimental; aparece na Special Ritual Session.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew Special Ritual Session 2026.","https://popol-vuh.bandcamp.com/album/v-a-xa-xa-namaxitacor-compiled-by-mita","",""
"psycore","RadiRuna","Italy","","RadiRuna e projeto Radice x IndacoRuna ja mapeado como psycore/dark experimental.","psycore / dark experimental","Usar em psycore ritual/experimental.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew Special Ritual Session 2026.","https://radice.bandcamp.com/track/radiruna-fragment-of-extinction","","Fragment of Extinction"
"slambient","Radice","Italy","","Radice ja estava no pacote Cosmic Crew como slambient/dark experimental/psycore.","slambient / dark experimental","Usar para recorte slambient e ritual experimental.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","high","festival_live","","Cosmic Crew Special Ritual Session 2026.","https://radice.bandcamp.com/track/radice-primordial-level","","Primordial Level"
"dark_psy","Paula","Brazil","","Paula ja existia no radar de DJ/set; Cosmic Crew reforca como Special Ritual Session, nao produtora autoral generica.","dark psy / ritual DJ","Promover como DJ/session em festa, mantendo fora de produtor sem release verificado.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium","festival_dj_session","","Cosmic Crew Special Ritual Session 2026.","https://www.youtube.com/watch?v=4fXJmW78rns","","Paula @ Master of Puppets 2025"
"dark_experimental","Umbra Lumen","Brazil","","Umbra Lumen ja estava no pacote Cosmic Crew como projeto dark experimental/psycore com singles verificados.","dark experimental / psycore","Usar em dark experimental/psycore; nao tratar como ritual session generica.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium_high","festival_live","","Cosmic Crew Special Ritual Session 2026.","https://www.youtube.com/watch?v=lx4M6xI-bcA","","Vysehrad;Sahasrara"
"dark_psy","Thaty","Brazil","","Thaty aparece em Special Ritual Session da Cosmic Crew; tratar como DJ/session ate haver release autoral verificado.","dark psy / ritual DJ","Incluir nas recomendacoes de line-up, nao no catalogo de produtor.","psy_festival_lineups_202607","https://www.instagram.com/reel/DPhFpViCCsT/","published","medium","festival_dj_session","","Cosmic Crew Special Ritual Session 2026.","https://www.youtube.com/results?search_query=Thaty%20dark%20psy%20DJ%20set","",""
"psycore","Hypnokrono","Brazil","","Hypnokrono ja aparece no catalogo psycore/Naturaiz; Amor Fati reforca o contexto brasileiro high-BPM.","psycore / dark psy","Ja existe no catalogo; adicionar contexto de festa e horario.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati sexta 16:00.","https://www.youtube.com/results?search_query=Hypnokrono%20psycore","https://naturaizrecords.bandcamp.com/","Blade"
"psycore","Rasztec","Brazil","","Rasztec ja aparece em fontes Naturaiz de high-BPM; Amor Fati reforca psycore brasileiro.","psycore / high-BPM","Usar em psycore/high-BPM; manter fora de forest lento.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati sexta 18:00.","https://www.youtube.com/results?search_query=Rasztec%20psycore","https://naturaizrecords.bandcamp.com/","Processo Interior"
"slambient","Octaplex","Japan","","Octaplex aparece no line-up Amor Fati; classificar como slambient/dark experimental pelo contexto Naturaiz extremo/ritual ate revisao autoral completa.","slambient / dark experimental","Novo contexto de line-up; adicionar a recomendacoes de festival.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","","Naturaiz Amor Fati sabado 00:00.","https://www.youtube.com/results?search_query=Octaplex%20psytrance","",""
"dark_experimental","Maleficium","Japan","","Maleficium aparece em Naturaiz Amor Fati; usar como dark experimental/psycore ate verificacao fina de discografia.","dark experimental / psycore","Novo contexto Amor Fati; recomendado como live de alta intensidade.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","","Naturaiz Amor Fati sabado 02:00.","https://www.youtube.com/results?search_query=Maleficium%20psycore","",""
"hi_tech","Xiin","China","","Xiin aparece em Naturaiz Amor Fati com estreia no Brasil; classificar como hi-tech/psycore de alta velocidade.","hi-tech / psycore","Adicionar a recomendacoes de festival como estreia Brasil.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","XIIN","Naturaiz Amor Fati sabado 04:00.","https://www.youtube.com/results?search_query=XIIN%20hi%20tech%20psytrance","",""
"hi_tech","Ants","China","","Ants aparece em Naturaiz Amor Fati com estreia no Brasil; usar no recorte hi-tech/psycore.","hi-tech / psycore","Adicionar como live/artist de festival, nao confundir com homonimos fora do psy.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","ANTS","Naturaiz Amor Fati sabado 06:00.","https://www.youtube.com/results?search_query=ANTS%20hi%20tech%20psytrance","",""
"psycore","Xydur","Brazil","","Xydur ja existia em catalogos psycore/Naturaiz; Amor Fati reforca contexto brasileiro.","psycore / hi-tech","Ja existe no catalogo; adicionar festa e horario.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati sabado 08:00.","https://www.youtube.com/results?search_query=Xydur%20psycore","https://naturaizrecords.bandcamp.com/","Lsd Visions"
"psycore","Crone","Greece","","Crone ja aparece no roster Naturaiz/psycore; Amor Fati reforca perfil psycore/hi-tech grego.","psycore / hi-tech","Usar em psycore; aparece tambem no projeto NeutraHyper Varacrone.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati sabado 10:00.","https://www.youtube.com/results?search_query=Crone%20psycore","https://naturaizrecords.bandcamp.com/",""
"dark_experimental","Hyperekplexia","Greece","","Hyperekplexia ja era seed Naturaiz de dark experimental/psycore; Amor Fati reforca a recomendacao extrema.","dark experimental / psycore","Usar em dark experimental e psycore, nao somente dark psy generico.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati sabado 14:00.","https://www.youtube.com/results?search_query=Hyperekplexia%20psycore","https://naturaizrecords.bandcamp.com/album/hyperekplexia-tales-of-distorted-reality","Tales of Distorted Reality"
"psycore","NeutraHyper Varacrone","Greece / Hungary","","NeutraHyper Varacrone aparece em Amor Fati como estreia mundial, conectando Neutralizer, Hyperekplexia/Hyper e Varazslo/Crone no eixo psycore.","psycore / high-BPM B2B","Recomendacao de B2B/jam contextual, nao artista de catalogo separado ate existir release proprio.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_b2b_session","Neutralizer; Hyperekplexia; Varazslo; Crone","Naturaiz Amor Fati sabado 16:00 estreia mundial.","https://www.youtube.com/results?search_query=NeutraHyper%20Varacrone%20psycore","",""
"hi_tech","Paula vs Anginha","Brazil","","Paula vs Anginha aparece em Amor Fati como B2B brasileiro; ambas entram melhor como recomendacao de DJ/set.","hi-tech / psycore B2B","Usar como B2B/session; Anginha ja existia no radar de hi-tech.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium_high","festival_b2b_session","Paula; Anginha","Naturaiz Amor Fati sabado 18:00.","https://soundcloud.com/hitechconnection/anginha-set-exclusivo-hitech-connection-001;https://www.youtube.com/watch?v=4fXJmW78rns","",""
"dark_experimental","Sishiva","Greece","","Sishiva aparece em Amor Fati no bloco grego de psycore/dark experimental.","dark experimental / psycore","Adicionar a recomendacoes de festival; revisar discografia depois para tracks tocaveis.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","","Naturaiz Amor Fati sabado 22:00.","https://www.youtube.com/results?search_query=Sishiva%20psycore","",""
"slambient","Yoshua E.M","Mexico","","Yoshua E.M aparece em Amor Fati; classificar como slambient/psycore pelo contexto de atmosferas profundas e pista extrema.","slambient / psycore","Adicionar a recomendacoes de festival com busca pronta.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","Yoshua EM","Naturaiz Amor Fati domingo 00:00.","https://www.youtube.com/results?search_query=Yoshua%20E.M%20psytrance","",""
"psycore","Raiz Jam","Brazil / Mexico","","Raiz Jam aparece em Amor Fati como jam de domingo; usar como B2B/session em psycore, nao produtor separado.","psycore / jam","Recomendacao contextual de festa, com paises e horario do line-up.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_b2b_session","Raiz Jam","Naturaiz Amor Fati domingo 03:00.","https://www.youtube.com/results?search_query=Raiz%20Jam%20psycore","",""
"dark_psy","Diansis","Greece","","Diansis ja aparece em seeds locais; Amor Fati reforca o uso em dark psy/psycore grego.","dark psy / psycore","Usar em dark psy/psycore e mostrar Amor Fati no card.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium_high","festival_live","","Naturaiz Amor Fati domingo 07:00.","https://www.youtube.com/results?search_query=Diansis%20psycore","",""
"psycore","Xenrox","Austria","","Xenrox ja existia em catalogos psycore; Amor Fati adiciona contexto de festival 2026.","psycore / hi-tech","Ja existe no catalogo; adicionar festa e horario.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","","Naturaiz Amor Fati domingo 09:00.","https://www.youtube.com/results?search_query=Xenrox%20psycore","",""
"hi_tech","Supersonics","Austria","","Supersonics aparece em Amor Fati no recorte austria/alta velocidade; classificar como hi-tech/psycore.","hi-tech / psycore","Adicionar como live de festival em hi-tech/psycore.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_live","","Naturaiz Amor Fati domingo 11:00.","https://www.youtube.com/results?search_query=Supersonics%20hi%20tech%20psytrance","",""
"dark_experimental","Sectio Aurea","Switzerland","","Sectio Aurea ja existe no app como dark experimental/psycore; Amor Fati reforca a recomendacao extrema.","dark experimental / psycore","Ja existe no catalogo; manter em dark experimental/psycore com preview tocavel.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","high","festival_live","Sectio Aurea","Naturaiz Amor Fati domingo 14:00.","https://www.youtube.com/watch?v=kTohGm5y-Fk","https://naturaizrecords.bandcamp.com/","Gato Murr"
"psycore","Surprise Jam","International","","Surprise Jam aparece em Amor Fati como estreia mundial; tratar como jam/session de psycore sem artista separado permanente.","psycore / jam","Recomendacao contextual de festa, nao catalogo autoral.","psy_festival_lineups_202607","https://www.jambase.com/festival/naturaiz-festival-2026","published","medium","festival_b2b_session","","Naturaiz Amor Fati domingo 17:00 estreia mundial.","https://www.youtube.com/results?search_query=Surprise%20Jam%20psycore","",""
