"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","cover_art_url","profile_tracks","status","confidence","source_note"
"ballroom_vogue_beats","Masters At Work","United States","New York","Masters At Work is included as a Ballroom / Vogue Beats reference artist in electronic_subgenre_expansion_v15_20260621.","Ballroom / Vogue Beats","Recommend Masters At Work when the user asks for Ballroom / Vogue Beats or adjacent electronic club music.","ballroom_ha_anchor_artist_depth","Backfired","https://www.deezer.com/track/1285713762","https://www.google.com/search?q=Masters%20At%20Work%20official","https://open.spotify.com/search/Masters%20At%20Work;https://soundcloud.com/search?q=Masters%20At%20Work;https://www.youtube.com/results?search_query=Masters%20At%20Work%20official","https://www.beatport.com/search?q=Masters%20At%20Work%20Backfired;https://www.discogs.com/search/?q=Masters%20At%20Work%20Backfired&type=all","https://cdn-images.dzcdn.net/images/cover/3b8f41af781a8bdfb1f6ac0d790d9083/500x500-000000-80-0-0.jpg","Backfired; Driving; I Can't Get No Sleep; It's Your World; Shout-N-Out; The Ha Dance (124); To Be In Love; We Almost Lost Detroit","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"ballroom_vogue_beats","MikeQ","United States","New Jersey","MikeQ is included as a Ballroom / Vogue Beats reference artist in electronic_subgenre_expansion_v15_20260621.","Ballroom / Vogue Beats","Recommend MikeQ when the user asks for Ballroom / Vogue Beats or adjacent electronic club music.","ballroom_modern_artist_depth","Elevate","https://www.deezer.com/track/770610212","https://www.google.com/search?q=MikeQ%20official","https://open.spotify.com/search/MikeQ;https://soundcloud.com/search?q=MikeQ;https://www.youtube.com/results?search_query=MikeQ%20official","https://www.beatport.com/search?q=MikeQ%20D.A.R.L.I.N.G;https://www.discogs.com/search/?q=MikeQ%20D.A.R.L.I.N.G&type=all","https://cdn-images.dzcdn.net/images/cover/0acc04d924534853d96ba6fac6208e91/500x500-000000-80-0-0.jpg","D.A.R.L.I.N.G; Feels Like; Legendary; Let It All Out 2012; Let Me See It (Divoli S'vere & MikeQ Remix); Picasso Baby RMX; The Ha Dub Rewerk'd (124); Thunderscan","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"baltimore_club","KW Griff","United States","Baltimore","KW Griff is included as a Baltimore Club reference artist in electronic_subgenre_expansion_v15_20260621.","Baltimore Club","Recommend KW Griff when the user asks for Baltimore Club or adjacent electronic club music.","baltimore_club_classic","Bring In The Katz","https://www.deezer.com/track/2513770431","https://www.google.com/search?q=KW%20Griff%20official","https://open.spotify.com/search/KW%20Griff;https://soundcloud.com/search?q=KW%20Griff;https://www.youtube.com/results?search_query=KW%20Griff%20official","https://www.beatport.com/search?q=KW%20Griff%20Bring%20In%20The%20Katz;https://www.discogs.com/search/?q=KW%20Griff%20Bring%20In%20The%20Katz&type=all","https://cdn-images.dzcdn.net/images/cover/f3b43f7814b7a4de3fba3af12ebb658d/500x500-000000-80-0-0.jpg","Bring In The Katz (130); Real Street Shit (130); Tony Says Go (130)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"baltimore_club","Rod Lee","United States","Baltimore","Rod Lee is included as a Baltimore Club reference artist in electronic_subgenre_expansion_v15_20260621.","Baltimore Club","Recommend Rod Lee when the user asks for Baltimore Club or adjacent electronic club music.","baltimore_club_anchor_artist_depth","The Best of Rod Lee From K-Swift's 1st 4 CDs","https://www.deezer.com/track/7760376","https://www.google.com/search?q=Rod%20Lee%20official","https://open.spotify.com/search/Rod%20Lee;https://soundcloud.com/search?q=Rod%20Lee;https://www.youtube.com/results?search_query=Rod%20Lee%20official","https://www.beatport.com/search?q=Rod%20Lee%20Boy%20Don't%20Waste%20My%20Time;https://www.discogs.com/search/?q=Rod%20Lee%20Boy%20Don't%20Waste%20My%20Time&type=all","https://cdn-images.dzcdn.net/images/cover/a92a7fd924c7356b24a98c623ff23aa1/500x500-000000-80-0-0.jpg","Boy Don't Waste My Time; Dance My Pain Away (130); Get Up on it; Puff that Lie; Roc Da Bells; Rump; Tote It (RMX)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"bassline","DJ Q","United Kingdom","Huddersfield","DJ Q is included as a Bassline reference artist in electronic_subgenre_expansion_v15_20260621.","Bassline","Recommend DJ Q when the user asks for Bassline or adjacent electronic club music.","bassline_uk_artist_depth","Est. 2003","https://www.deezer.com/track/2385692355","https://www.google.com/search?q=DJ%20Q%20official","https://open.spotify.com/search/DJ%20Q;https://soundcloud.com/search?q=DJ%20Q;https://www.youtube.com/results?search_query=DJ%20Q%20official","https://www.beatport.com/search?q=DJ%20Q%20Close%20Your%20Eyes;https://www.discogs.com/search/?q=DJ%20Q%20Close%20Your%20Eyes&type=all","https://cdn-images.dzcdn.net/images/cover/0cb2ea40d1b2db9253285525f6220e91/500x500-000000-80-0-0.jpg","Close Your Eyes; I Can't Stay; I Couldn't See; Leave Me Now; Respect (feat. Killa P); Tune; You Wot! (135); Zip Zap","published","medium_high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"bassline","T2","United Kingdom","Leeds","T2 is included as a Bassline reference artist in electronic_subgenre_expansion_v15_20260621.","Bassline","Recommend T2 when the user asks for Bassline or adjacent electronic club music.","bassline_anchor_artist_depth","Cicatriz","https://www.deezer.com/track/3557143991","https://www.google.com/search?q=T2%20official","https://open.spotify.com/search/T2;https://soundcloud.com/search?q=T2;https://www.youtube.com/results?search_query=T2%20official","https://www.beatport.com/search?q=T2%20Cicatriz;https://www.discogs.com/search/?q=T2%20Cicatriz&type=all","https://cdn-images.dzcdn.net/images/cover/8d1a0807b0ddcf1baac97cc5c6eced2a/500x500-000000-80-0-0.jpg","Cicatriz; Heartbroken (140); Heartbroken 2022; In Circles; J.L.T.; No More White Horses; Princesa do Job; Saving All My Love","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"batida","DJ Marfox","Portugal","Lisbon","DJ Marfox is included as a Batida reference artist in electronic_subgenre_expansion_v15_20260621.","Batida","Recommend DJ Marfox when the user asks for Batida or adjacent electronic club music.","batida_anchor_artist_depth","Não Estragou Nada","https://www.deezer.com/track/3369309241","https://www.google.com/search?q=DJ%20Marfox%20official","https://open.spotify.com/search/DJ%20Marfox;https://soundcloud.com/search?q=DJ%20Marfox;https://www.youtube.com/results?search_query=DJ%20Marfox%20official","https://www.beatport.com/search?q=DJ%20Marfox%20Batimento;https://www.discogs.com/search/?q=DJ%20Marfox%20Batimento&type=all","https://cdn-images.dzcdn.net/images/cover/9839432b20e4bfa51a8c74c8c30f7a83/500x500-000000-80-0-0.jpg","Batimento; É Pemba; Eu Sei Quem Sou (135); Macongos Graves","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"batida","DJ Nigga Fox","Portugal","Lisbon","DJ Nigga Fox is included as a Batida reference artist in electronic_subgenre_expansion_v15_20260621.","Batida","Recommend DJ Nigga Fox when the user asks for Batida or adjacent electronic club music.","batida_lisbon_artist_depth","Cartas na Manga","https://www.deezer.com/track/3257824111","https://www.google.com/search?q=DJ%20Nigga%20Fox%20official","https://open.spotify.com/search/DJ%20Nigga%20Fox;https://soundcloud.com/search?q=DJ%20Nigga%20Fox;https://www.youtube.com/results?search_query=DJ%20Nigga%20Fox%20official","https://www.beatport.com/search?q=DJ%20Nigga%20Fox%205%20Violinos;https://www.discogs.com/search/?q=DJ%20Nigga%20Fox%205%20Violinos&type=all","https://cdn-images.dzcdn.net/images/cover/1a7de8420f3d6e9735ea92ce80d8d61d/500x500-000000-80-0-0.jpg","5 Violinos; Apocalipsiii; De Leve; Gás Natural; Hwwambo; Lento Violento (135); Talanzele; WAABA-JAH","published","medium_high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"berlin_school","Klaus Schulze","Germany","Berlin","Klaus Schulze is included as a Berlin School reference artist in electronic_subgenre_expansion_v15_20260621.","Berlin School","Recommend Klaus Schulze when the user asks for Berlin School or adjacent electronic club music.","berlin_school_sequencer_artist_depth","Deus Arrakis","https://www.deezer.com/track/1695608667","https://www.google.com/search?q=Klaus%20Schulze%20official","https://open.spotify.com/search/Klaus%20Schulze;https://soundcloud.com/search?q=Klaus%20Schulze;https://www.youtube.com/results?search_query=Klaus%20Schulze%20official","https://www.beatport.com/search?q=Klaus%20Schulze%20Der%20Hauch%20des%20Lebens%20-%20Pt.%201;https://www.discogs.com/search/?q=Klaus%20Schulze%20Der%20Hauch%20des%20Lebens%20-%20Pt.%201&type=all","https://cdn-images.dzcdn.net/images/cover/0813bc0181fcfd3849f1c3b58f9cbf1d/500x500-000000-80-0-0.jpg","Der Hauch des Lebens - Pt. 1; Der Hauch des Lebens - Pt. 2; Flexible; Floating; Seth - Pt. 3; Star Dancer II; Stardancer; Zenit","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"berlin_school","Tangerine Dream","Germany","Berlin","Tangerine Dream is included as a Berlin School reference artist in electronic_subgenre_expansion_v15_20260621.","Berlin School","Recommend Tangerine Dream when the user asks for Berlin School or adjacent electronic club music.","berlin_school_anchor_artist_depth","Thief (Original Motion Picture Soundtrack / Deluxe Version)","https://www.deezer.com/track/1118067452","https://www.google.com/search?q=Tangerine%20Dream%20official","https://open.spotify.com/search/Tangerine%20Dream;https://soundcloud.com/search?q=Tangerine%20Dream;https://www.youtube.com/results?search_query=Tangerine%20Dream%20official","https://www.beatport.com/search?q=Tangerine%20Dream%20Beach%20Scene;https://www.discogs.com/search/?q=Tangerine%20Dream%20Beach%20Scene&type=all","https://cdn-images.dzcdn.net/images/cover/e9463c87dbe5664cf0699bddc82bf900/500x500-000000-80-0-0.jpg","Beach Scene; Choronzon; Cloudburst Flight; Le Parc; No Happy Endings; North Yankton Memories; Phaedra; Pilots Of Purple Twilight","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"big_room_house","Dimitri Vegas & Like Mike","Belgium","Willebroek","Dimitri Vegas & Like Mike is included as a Big Room House reference artist in electronic_subgenre_expansion_v15_20260621.","Big Room House","Recommend Dimitri Vegas & Like Mike when the user asks for Big Room House or adjacent electronic club music.","big_room_mainstage","Arcade Mammoth","https://www.deezer.com/track/531582301","https://www.google.com/search?q=Dimitri%20Vegas%20%26%20Like%20Mike%20official","https://open.spotify.com/search/Dimitri%20Vegas%20%26%20Like%20Mike;https://soundcloud.com/search?q=Dimitri%20Vegas%20%26%20Like%20Mike;https://www.youtube.com/results?search_query=Dimitri%20Vegas%20%26%20Like%20Mike%20official","https://www.beatport.com/search?q=Dimitri%20Vegas%20%26%20Like%20Mike%20Arcade%20Mammoth;https://www.discogs.com/search/?q=Dimitri%20Vegas%20%26%20Like%20Mike%20Arcade%20Mammoth&type=all","https://cdn-images.dzcdn.net/images/cover/5d926eac99835e37ee47cd978ffe6f56/500x500-000000-80-0-0.jpg","Arcade Mammoth (128); Instagram; Makina Time; Mockingbird; Say My Name; Thank You (Not So Bad); Tremor; YEAH","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"big_room_house","Hardwell","Netherlands","Breda","Hardwell is included as a Big Room House reference artist in electronic_subgenre_expansion_v15_20260621.","Big Room House","Recommend Hardwell when the user asks for Big Room House or adjacent electronic club music.","big_room_anchor_artist_depth","Believe","https://www.deezer.com/track/3927630881","https://www.google.com/search?q=Hardwell%20official","https://open.spotify.com/search/Hardwell;https://soundcloud.com/search?q=Hardwell;https://www.youtube.com/results?search_query=Hardwell%20official","https://www.beatport.com/search?q=Hardwell%20Believe;https://www.discogs.com/search/?q=Hardwell%20Believe&type=all","https://cdn-images.dzcdn.net/images/cover/5531f171fbdd96b4044e61cf36d36145/500x500-000000-80-0-0.jpg","Believe; Call Me A Spaceman (128); Crazy People 2026; Dare You; Follow Me; Spaceman; Thinking About You; Young Again","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"big_room_techno","HI-LO","Netherlands","Rotterdam","HI-LO is included as a Big Room Techno reference artist in electronic_subgenre_expansion_v15_20260621.","Big Room Techno","Recommend HI-LO when the user asks for Big Room Techno or adjacent electronic club music.","big_room_techno_peak_artist_depth","Adagio For Strings","https://www.deezer.com/track/3869192841","https://www.google.com/search?q=HI-LO%20official","https://open.spotify.com/search/HI-LO;https://soundcloud.com/search?q=HI-LO;https://www.youtube.com/results?search_query=HI-LO%20official","https://www.beatport.com/search?q=HI-LO%20Adagio%20For%20Strings;https://www.discogs.com/search/?q=HI-LO%20Adagio%20For%20Strings&type=all","https://cdn-images.dzcdn.net/images/cover/1c452171f1a8d8d7e69ee61dbc569eb3/500x500-000000-80-0-0.jpg","Adagio For Strings; Alien Technology; Do Not Disturb; Kronos (134); LIFT ME UP; Mercury; NYC TO AMSTERDAM; Paradise","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"big_room_techno","Maddix","Netherlands","Eindhoven","Maddix is included as a Big Room Techno reference artist in electronic_subgenre_expansion_v15_20260621.","Big Room Techno","Recommend Maddix when the user asks for Big Room Techno or adjacent electronic club music.","big_room_techno_anchor_artist_depth","Acid For Breakfast","https://www.deezer.com/track/4038786711","https://www.google.com/search?q=Maddix%20official","https://open.spotify.com/search/Maddix;https://soundcloud.com/search?q=Maddix;https://www.youtube.com/results?search_query=Maddix%20official","https://www.beatport.com/search?q=Maddix%20Acid%20For%20Breakfast;https://www.discogs.com/search/?q=Maddix%20Acid%20For%20Breakfast&type=all","https://cdn-images.dzcdn.net/images/cover/cd9c9d098c4bf891b4ae0d043d8434bd/500x500-000000-80-0-0.jpg","Acid For Breakfast; Coming Home; Favela; Heute Nacht (135); Meet Her At The Love Parade; Mouth Go LaLa; Over the Edge; Transmission","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"brostep","Skrillex","United States","Los Angeles","Skrillex is included as a Brostep reference artist in electronic_subgenre_expansion_v15_20260621.","Brostep","Recommend Skrillex when the user asks for Brostep or adjacent electronic club music.","brostep_anchor_artist_depth","Bangarang EP","https://www.deezer.com/track/15781392","https://www.google.com/search?q=Skrillex%20official","https://open.spotify.com/search/Skrillex;https://soundcloud.com/search?q=Skrillex;https://www.youtube.com/results?search_query=Skrillex%20official","https://www.beatport.com/search?q=Skrillex%20Bangarang%20(feat.%20Sirah);https://www.discogs.com/search/?q=Skrillex%20Bangarang%20(feat.%20Sirah)&type=all","https://cdn-images.dzcdn.net/images/cover/3d5ef81b8e6c4b5c35ebe1dfa69a0463/500x500-000000-80-0-0.jpg","Bangarang (feat. Sirah); Don’t Go; First of the Year (Equinox); In Da Getto; Make It Bun Dem; Purple Lamborghini; Scary Monsters and Nice Sprites (140); Where Are Ü Now (with Justin Bieber)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"brostep","Zomboy","United Kingdom","Guildford","Zomboy is included as a Brostep reference artist in electronic_subgenre_expansion_v15_20260621.","Brostep","Recommend Zomboy when the user asks for Brostep or adjacent electronic club music.","brostep_heavy_artist_depth","Reanimated EP","https://www.deezer.com/track/480444792","https://www.google.com/search?q=Zomboy%20official","https://open.spotify.com/search/Zomboy;https://soundcloud.com/search?q=Zomboy;https://www.youtube.com/results?search_query=Zomboy%20official","https://www.beatport.com/search?q=Zomboy%20Bad%20Intentions;https://www.discogs.com/search/?q=Zomboy%20Bad%20Intentions&type=all","https://cdn-images.dzcdn.net/images/cover/1b7b1327262c6ed6291a53a42e040e3b/500x500-000000-80-0-0.jpg","Bad Intentions; Battlefields; Beast In The Belly; Bromance Is Dead; Lone Wolf; Monsters (feat. Micah Martin); Nuclear (Album Version); Nuclear (Hands Up) (140)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"chicago_house","Frankie Knuckles","United States","Chicago","Frankie Knuckles is included as a Chicago House reference artist in electronic_subgenre_expansion_v15_20260621.","Chicago House","Recommend Frankie Knuckles when the user asks for Chicago House or adjacent electronic club music.","chicago_house_origin_artist_depth","Baby Wants to Ride","https://www.deezer.com/track/1600916762","https://www.google.com/search?q=Frankie%20Knuckles%20official","https://open.spotify.com/search/Frankie%20Knuckles;https://soundcloud.com/search?q=Frankie%20Knuckles;https://www.youtube.com/results?search_query=Frankie%20Knuckles%20official","https://www.beatport.com/search?q=Frankie%20Knuckles%20Baby%20Wants%20to%20Ride;https://www.discogs.com/search/?q=Frankie%20Knuckles%20Baby%20Wants%20to%20Ride&type=all","https://cdn-images.dzcdn.net/images/cover/f43e0e466b3701f005175db8d4bac594/500x500-000000-80-0-0.jpg","Baby Wants to Ride; Bring Me Love; It's Hard Sometimes; Loving You; Tears (Classic Vocal) [Remix]; The Whistle Song; Too Many Fish; Your Love (120)","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
"chicago_house","Marshall Jefferson","United States","Chicago","Marshall Jefferson is included as a Chicago House reference artist in electronic_subgenre_expansion_v15_20260621.","Chicago House","Recommend Marshall Jefferson when the user asks for Chicago House or adjacent electronic club music.","chicago_house_piano_origin_artist_depth","Life Is Simple (Move Your Body)","https://www.deezer.com/track/3249093041","https://www.google.com/search?q=Marshall%20Jefferson%20official","https://open.spotify.com/search/Marshall%20Jefferson;https://soundcloud.com/search?q=Marshall%20Jefferson;https://www.youtube.com/results?search_query=Marshall%20Jefferson%20official","https://www.beatport.com/search?q=Marshall%20Jefferson%20Life%20Is%20Simple%20(Move%20Your%20Body);https://www.discogs.com/search/?q=Marshall%20Jefferson%20Life%20Is%20Simple%20(Move%20Your%20Body)&type=all","https://cdn-images.dzcdn.net/images/cover/3e94e62cde62acbd0a2a2978967b00e3/500x500-000000-80-0-0.jpg","Life Is Simple (Move Your Body); Life Is Simple (Move Your Body) [feat. Salomé Das]; Move Your Body (122); Move Your Body (Future House); MUEVELO; Sweet Harmony; The House Music Anthem (Move Your Body); Watch Out Now","published","high","Artist profile generated from electronic_subgenre_expansion_v15_20260621."
