"style","artist","song","label","bpm_exact","preview_url","release_date","duration_sec","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_url","track_url","deezer_track_id","deezer_track_url","cover_art_url","youtube_track_url","source_type","source_tags","energy_band","catalog_role","status","confidence","source_note"
"ambient","Brian Eno","Spinning Away","Wrong Way Up [Expanded Edition]","","https://cdnt-preview.dzcdn.net/api/1/1/6/1/c/0/61c01f8723c1df22c80ef0e1a2b7508d.mp3?hdnea=exp=1782089410~acl=/api/1/1/6/1/c/0/61c01f8723c1df22c80ef0e1a2b7508d.mp3*~data=user_id=0,application_id=42~hmac=d50567b5f2b5f2655eaebd3566a87963bdb30f0849840edf19a666a356fba8a0","","327","United Kingdom","","Brian Eno e uma das figuras centrais da musica ambiente.","Ambient","Seed verificado para ambient.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/1053213992","https://www.deezer.com/track/1053213992","1053213992","https://www.deezer.com/track/1053213992","https://cdn-images.dzcdn.net/images/cover/ab31eee1ada212214bed45ef5a3d778a/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Brian%20Eno%20Spinning%20Away","deezer_existing_artist_playable_depth","ambient;Ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Brian Eno","Steal Away","Ambient 2: The Plateaux Of Mirror (Remastered 2004)","","https://cdnt-preview.dzcdn.net/api/1/1/8/4/f/0/84f80a13dfae27f36c7f63b6d410e753.mp3?hdnea=exp=1782089410~acl=/api/1/1/8/4/f/0/84f80a13dfae27f36c7f63b6d410e753.mp3*~data=user_id=0,application_id=42~hmac=780d8bd0307c956151f5c130b8f6777375d24e06c95ba6a7d2669b3fae94d117","","85","United Kingdom","","Brian Eno e uma das figuras centrais da musica ambiente.","Ambient","Seed verificado para ambient.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/3137846","https://www.deezer.com/track/3137846","3137846","https://www.deezer.com/track/3137846","https://cdn-images.dzcdn.net/images/cover/89d0501ef77b7785f2838a40d4ddc4e4/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Brian%20Eno%20Steal%20Away","deezer_existing_artist_playable_depth","ambient;Ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","Hiberner Toujours","And Their Refinement of the Decline","","https://cdnt-preview.dzcdn.net/api/1/1/2/8/2/0/282a09ed4fe0e2bfdae431ea5509b811.mp3?hdnea=exp=1782089411~acl=/api/1/1/2/8/2/0/282a09ed4fe0e2bfdae431ea5509b811.mp3*~data=user_id=0,application_id=42~hmac=ae1065c668c00bafcdffb779be18d452f2a07495ff4bd1235af9d0eacf049d77","","109","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62319152","https://www.deezer.com/track/62319152","62319152","https://www.deezer.com/track/62319152","https://cdn-images.dzcdn.net/images/cover/5ae4314aa46697fc37fb4c6a2e600477/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20Hiberner%20Toujours","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","Live Lid (2025 Remaster) (feat. Adam Wiltzie & Brian McBride)","Music for Nitrous Oxide (30 Year Anniversary Remastered)","","https://cdnt-preview.dzcdn.net/api/1/1/b/1/9/0/b192d471182e8d9462736098b5eea15b.mp3?hdnea=exp=1782089411~acl=/api/1/1/b/1/9/0/b192d471182e8d9462736098b5eea15b.mp3*~data=user_id=0,application_id=42~hmac=b8c72cf9ad6bfb97cbce80ce20f2ab53039336bf7dcd5a5d2a1e775584f3915b","","481","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/3315390071","https://www.deezer.com/track/3315390071","3315390071","https://www.deezer.com/track/3315390071","https://cdn-images.dzcdn.net/images/cover/88f7ef387f492f7839bdca12a712c620/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20Live%20Lid%20(2025%20Remaster)%20(feat.%20Adam%20Wiltzie%20%26%20Brian%20McBride)","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","Requiem String Melody","Carte-De-Visite","","https://cdnt-preview.dzcdn.net/api/1/1/3/1/e/0/31ec47941000cf8f0eb9d514b3e08987.mp3?hdnea=exp=1782089411~acl=/api/1/1/3/1/e/0/31ec47941000cf8f0eb9d514b3e08987.mp3*~data=user_id=0,application_id=42~hmac=18a1f7ab7335841f7d9d43e5987603f22c3b7c21f9af54b7cf9509d82c854f8f","","166","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/497597652","https://www.deezer.com/track/497597652","497597652","https://www.deezer.com/track/497597652","https://cdn-images.dzcdn.net/images/cover/6e7eec3e227388b6e811aa5ab62aa992/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20Requiem%20String%20Melody","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","Sun Drugs","The Ballasted Orchestra","","https://cdnt-preview.dzcdn.net/api/1/1/d/2/3/0/d23618f6209dc4032d9f631b2ff42c01.mp3?hdnea=exp=1782089411~acl=/api/1/1/d/2/3/0/d23618f6209dc4032d9f631b2ff42c01.mp3*~data=user_id=0,application_id=42~hmac=303dd5ad7c09887628969e3b4a2d8ffc9fb919d403f11e35c8b87ecd1bf6449a","","740","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62304567","https://www.deezer.com/track/62304567","62304567","https://www.deezer.com/track/62304567","https://cdn-images.dzcdn.net/images/cover/ca770d4b81764ee4f943901384a3ca81/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20Sun%20Drugs","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","The Evil That Never Arrived","And Their Refinement of the Decline","","https://cdnt-preview.dzcdn.net/api/1/1/2/e/6/0/2e663d328f34c23afd1555511239c263.mp3?hdnea=exp=1782089411~acl=/api/1/1/2/e/6/0/2e663d328f34c23afd1555511239c263.mp3*~data=user_id=0,application_id=42~hmac=49a71ae90c7626db1d3f05c4bd4b12f2c49ebf1c3c4840776bfa8946eaab0350","","304","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62319143","https://www.deezer.com/track/62319143","62319143","https://www.deezer.com/track/62319143","https://cdn-images.dzcdn.net/images/cover/5ae4314aa46697fc37fb4c6a2e600477/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20The%20Evil%20That%20Never%20Arrived","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Stars Of The Lid","The Mouthchew","And Their Refinement of the Decline","","https://cdnt-preview.dzcdn.net/api/1/1/b/c/3/0/bc305d11db9b69086656876ba00659f9.mp3?hdnea=exp=1782089411~acl=/api/1/1/b/c/3/0/bc305d11db9b69086656876ba00659f9.mp3*~data=user_id=0,application_id=42~hmac=59e10466215ac45efe6546e5eee437a065212f1972cde75f6b6c644063ea2c1f","","220","International","","Stars Of The Lid aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62319156","https://www.deezer.com/track/62319156","62319156","https://www.deezer.com/track/62319156","https://cdn-images.dzcdn.net/images/cover/5ae4314aa46697fc37fb4c6a2e600477/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Stars%20Of%20The%20Lid%20The%20Mouthchew","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","(They Call Me) Jimmy","Radio Amor","","https://cdnt-preview.dzcdn.net/api/1/1/a/e/a/0/aeaaa3512129467264ca5f2d04f6082c.mp3?hdnea=exp=1782089412~acl=/api/1/1/a/e/a/0/aeaaa3512129467264ca5f2d04f6082c.mp3*~data=user_id=0,application_id=42~hmac=b2b1737ed3f5442be6a120858541d9b4df6d8c046b831f1955dd86924d0be3e8","","292","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/58679031","https://www.deezer.com/track/58679031","58679031","https://www.deezer.com/track/58679031","https://cdn-images.dzcdn.net/images/cover/2f87bf00a9f329949389838d16b865d4/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20(They%20Call%20Me)%20Jimmy","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","Azure Azure","Radio Amor","","https://cdnt-preview.dzcdn.net/api/1/1/4/0/a/0/40a571b604312faf4cd4afcc0e28a40a.mp3?hdnea=exp=1782089412~acl=/api/1/1/4/0/a/0/40a571b604312faf4cd4afcc0e28a40a.mp3*~data=user_id=0,application_id=42~hmac=4c857a720969c698a514ccd2e9097de72f4ea43ff373c614e659c495c9c33908","","634","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/58679101","https://www.deezer.com/track/58679101","58679101","https://www.deezer.com/track/58679101","https://cdn-images.dzcdn.net/images/cover/2f87bf00a9f329949389838d16b865d4/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20Azure%20Azure","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","I'm Transmitting Tonight","Radio Amor","","https://cdnt-preview.dzcdn.net/api/1/1/9/b/7/0/9b7615d046a3368dea64f6ddf5b2a4d4.mp3?hdnea=exp=1782089412~acl=/api/1/1/9/b/7/0/9b7615d046a3368dea64f6ddf5b2a4d4.mp3*~data=user_id=0,application_id=42~hmac=46e7174fa489ca187b604c0ce0ec53537f515f8912dfb79d2ce87b4b29692176","","316","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/58679051","https://www.deezer.com/track/58679051","58679051","https://www.deezer.com/track/58679051","https://cdn-images.dzcdn.net/images/cover/2f87bf00a9f329949389838d16b865d4/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20I'm%20Transmitting%20Tonight","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","Sketch 7","Dropped Pianos","","https://cdnt-preview.dzcdn.net/api/1/1/2/c/4/0/2c464b6d89b65931d2c8e4ed8008687c.mp3?hdnea=exp=1782089412~acl=/api/1/1/2/c/4/0/2c464b6d89b65931d2c8e4ed8008687c.mp3*~data=user_id=0,application_id=42~hmac=9c1ae03fa8e0e23e171bfae878c57f085d7d0b3f63934771e577f721063c7fe6","","207","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62319632","https://www.deezer.com/track/62319632","62319632","https://www.deezer.com/track/62319632","https://cdn-images.dzcdn.net/images/cover/4f34a2816bf9bff9ce5b7a22dd990e15/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20Sketch%207","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","Spectral","Radio Amor","","https://cdnt-preview.dzcdn.net/api/1/1/f/7/a/0/f7aad1fe967fe0fd64c1e2a22018bfc1.mp3?hdnea=exp=1782089412~acl=/api/1/1/f/7/a/0/f7aad1fe967fe0fd64c1e2a22018bfc1.mp3*~data=user_id=0,application_id=42~hmac=89cabc3992c0d04e1aa8f86cdabf091c3c32f5019bfe5ee214acefcfc02c2877","","489","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/58679041","https://www.deezer.com/track/58679041","58679041","https://www.deezer.com/track/58679041","https://cdn-images.dzcdn.net/images/cover/2f87bf00a9f329949389838d16b865d4/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20Spectral","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
"ambient","Tim Hecker","Studio Suicide, 1980","Ravedeath, 1972","","https://cdnt-preview.dzcdn.net/api/1/1/3/e/4/0/3e42af1073ed3bdb21e4fdd7a70635aa.mp3?hdnea=exp=1782089412~acl=/api/1/1/3/e/4/0/3e42af1073ed3bdb21e4fdd7a70635aa.mp3*~data=user_id=0,application_id=42~hmac=9a9eacd1830df0a6734eb56050416f90d64b475930eca8cecbcbb02616b10724","","204","International","","Tim Hecker aparece na expansao v7 curada de ambient com faixa encontrada por artista exato no Deezer e preview tocavel.","ambient","Faixa Deezer ancorada em artista seed real para ambient; priorizar quando houver preview oficial.","catalog_playable_depth_v16_20260622","https://www.deezer.com/track/62319573","https://www.deezer.com/track/62319573","62319573","https://www.deezer.com/track/62319573","https://cdn-images.dzcdn.net/images/cover/8f1af6c9d574c2944a60460c96d3ff5b/1000x1000-000000-80-0-0.jpg","https://www.youtube.com/results?search_query=Tim%20Hecker%20Studio%20Suicide%2C%201980","deezer_existing_artist_playable_depth","ambient;ambient;playable_depth;catalog_playable_depth_v16_20260622","","","published","medium_high","Playable depth v16: Deezer artist top result added only after exact artist-name resolution and preview availability."
