"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","cover_art_url","profile_tracks","status","confidence","source_note"
"psycore","BEGOTECH vs CHAOSTROPHOB","International","Montreal","BEGOTECH vs CHAOSTROPHOB esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de BEGOTECH vs CHAOSTROPHOB; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=BEGOTECH%20vs%20CHAOSTROPHOB;https://soundcloud.com/search?q=BEGOTECH%20vs%20CHAOSTROPHOB;https://www.youtube.com/results?search_query=BEGOTECH%20vs%20CHAOSTROPHOB%20psycore;https://www.google.com/search?q=BEGOTECH%20vs%20CHAOSTROPHOB%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","Volubrato","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","Benido","International","","Benido tem 1 faixa(s) novas no pacote V5, com fonte em Black Out Records. BPM verificado entre 196 e 196. Anchors: VA Flight of The Hummingbird.","psycore / hi-tech psytrance / darkpsy","Recomende Benido para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: hitech_psycore_bridge.","hitech_psycore_bridge","VA Flight of The Hummingbird","https://blackoutrec.bandcamp.com/album/va-flight-of-the-hummingbird","https://www.facebook.com/blackoutofficial/","https://bandcamp.com/search?q=Benido;https://soundcloud.com/search?q=Benido;https://www.youtube.com/results?search_query=Benido%20psycore;https://www.google.com/search?q=Benido%20official%20instagram%20soundcloud%20bandcamp","https://blackoutrec.bandcamp.com;https://www.facebook.com/blackoutofficial/;https://www.instagram.com/blackout.records/;https://soundcloud.com/black-out-records;https://open.spotify.com/user/blackoutrecords/playlist/53TiC8EwxYlcP1aslMFRuT;https://www.beatport.com/label/black-out-records/54476","https://f4.bcbits.com/img/a1172130011_10.jpg","Space Bandits (196)","published","medium_high","V5 artist profile generated from 1 imported track(s): Space Bandits (196)."
"psycore","Benjek","International","","Benjek tem 1 faixa(s) novas no pacote V5, com fonte em Black Out Records. BPM verificado entre 183 e 183. Anchors: VA Flight of The Hummingbird.","psycore / hi-tech psytrance / darkpsy","Recomende Benjek para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: hitech_psycore_bridge.","hitech_psycore_bridge","VA Flight of The Hummingbird","https://blackoutrec.bandcamp.com/album/va-flight-of-the-hummingbird","https://www.facebook.com/blackoutofficial/","https://bandcamp.com/search?q=Benjek;https://soundcloud.com/search?q=Benjek;https://www.youtube.com/results?search_query=Benjek%20psycore;https://www.google.com/search?q=Benjek%20official%20instagram%20soundcloud%20bandcamp","https://blackoutrec.bandcamp.com;https://www.facebook.com/blackoutofficial/;https://www.instagram.com/blackout.records/;https://soundcloud.com/black-out-records;https://open.spotify.com/user/blackoutrecords/playlist/53TiC8EwxYlcP1aslMFRuT;https://www.beatport.com/label/black-out-records/54476","https://f4.bcbits.com/img/a1172130011_10.jpg","Beatfighter (183)","published","medium_high","V5 artist profile generated from 1 imported track(s): Beatfighter (183)."
"psycore","BLACK PHILLIP","International","Montreal","BLACK PHILLIP esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de BLACK PHILLIP; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=BLACK%20PHILLIP;https://soundcloud.com/search?q=BLACK%20PHILLIP;https://www.youtube.com/results?search_query=BLACK%20PHILLIP%20psycore;https://www.google.com/search?q=BLACK%20PHILLIP%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","El Halcon Blanco","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","BLIND-OX","International","Montreal","BLIND-OX esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de BLIND-OX; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=BLIND-OX;https://soundcloud.com/search?q=BLIND-OX;https://www.youtube.com/results?search_query=BLIND-OX%20psycore;https://www.google.com/search?q=BLIND-OX%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","We Spoke Only Thru Thoughts","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","Breakoacoustique","Brazil","Sao Paulo","Breakoacoustique tem 1 faixa(s) novas no pacote V5, com fonte em Naturaiz Records. BPM ainda nao explicito, mas fonte etiquetada como psycore/hitech. Anchors: Naturaiz Records Vol. 2 [FREE DOWNLOAD].","psycore / hi-tech psytrance / darkpsy","Recomende Breakoacoustique para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: brazilian_psycore_scene_depth.","brazilian_psycore_scene_depth","Naturaiz Records Vol. 2 [FREE DOWNLOAD]","https://naturaizrecords.bandcamp.com/album/naturaiz-records-vol-2-free-download","https://www.instagram.com/naturaizcrew/","https://bandcamp.com/search?q=Breakoacoustique;https://soundcloud.com/search?q=Breakoacoustique;https://www.youtube.com/results?search_query=Breakoacoustique%20psycore;https://www.google.com/search?q=Breakoacoustique%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaizcrew/;https://soundcloud.com/naturaiz;https://www.instagram.com/naturaizrecords/","https://f4.bcbits.com/img/a2223256648_10.jpg","Master Your Chaos","published","high","V5 artist profile generated from 1 imported track(s): Master Your Chaos."
"psycore","Cambioharmonia","International","Montreal","Cambioharmonia tem 1 faixa(s) novas no pacote V5, com fonte em Voodoo Hoodoo Records. BPM verificado entre 186 e 186. Anchors: CURSED FREQUENCIES (Volume 2) [2026].","psycore / hi-tech psytrance / darkpsy","Recomende Cambioharmonia para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: bpm_verified_psycore_artist.","bpm_verified_psycore_artist","CURSED FREQUENCIES (Volume 2) [2026]","https://voodoo-hoodoo.bandcamp.com/album/cursed-frequencies-volume-2-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=Cambioharmonia;https://soundcloud.com/search?q=Cambioharmonia;https://www.youtube.com/results?search_query=Cambioharmonia%20psycore;https://www.google.com/search?q=Cambioharmonia%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3596713261_10.jpg","Inersia (186)","published","high","V5 artist profile generated from 1 imported track(s): Inersia (186)."
"psycore","DAASH","International","Montreal","DAASH tem 1 faixa(s) novas no pacote V5, com fonte em Voodoo Hoodoo Records. BPM verificado entre 172 e 172. Anchors: RITE OF PASSAGE [2026].","psycore / hi-tech psytrance / darkpsy","Recomende DAASH para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: bpm_verified_psycore_artist.","bpm_verified_psycore_artist","RITE OF PASSAGE [2026]","https://voodoo-hoodoo.bandcamp.com/album/rite-of-passage-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DAASH;https://soundcloud.com/search?q=DAASH;https://www.youtube.com/results?search_query=DAASH%20psycore;https://www.google.com/search?q=DAASH%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a1191618092_10.jpg","Simulation Hypothesis (172)","published","high","V5 artist profile generated from 1 imported track(s): Simulation Hypothesis (172)."
"psycore","Delah & Jergowitch","International","Montreal","Delah & Jergowitch tem 1 faixa(s) novas no pacote V5, com fonte em Voodoo Hoodoo Records. BPM verificado entre 160 e 160. Anchors: CURSED FREQUENCIES (Volume 2) [2026].","psycore / hi-tech psytrance / darkpsy","Recomende Delah & Jergowitch para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: bpm_verified_psycore_artist.","bpm_verified_psycore_artist","CURSED FREQUENCIES (Volume 2) [2026]","https://voodoo-hoodoo.bandcamp.com/album/cursed-frequencies-volume-2-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=Delah%20%26%20Jergowitch;https://soundcloud.com/search?q=Delah%20%26%20Jergowitch;https://www.youtube.com/results?search_query=Delah%20%26%20Jergowitch%20psycore;https://www.google.com/search?q=Delah%20%26%20Jergowitch%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3596713261_10.jpg","Circle Of Yergh (160)","published","high","V5 artist profile generated from 1 imported track(s): Circle Of Yergh (160)."
"psycore","DEMONKORE & TOADSTOOL","International","Montreal","DEMONKORE & TOADSTOOL esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de DEMONKORE & TOADSTOOL; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DEMONKORE%20%26%20TOADSTOOL;https://soundcloud.com/search?q=DEMONKORE%20%26%20TOADSTOOL;https://www.youtube.com/results?search_query=DEMONKORE%20%26%20TOADSTOOL%20psycore;https://www.google.com/search?q=DEMONKORE%20%26%20TOADSTOOL%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","Infinito Tempo","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","DEPURATUS","International","Montreal","DEPURATUS esta na fila editorial psycore por aparecer em MYSTERIUM CONIUNCTIONS - compiled by Oxomo, fonte Bandcamp etiquetada com Electronic, Experimental Darkpsy, Psycore, darkcore, darkpsy.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de DEPURATUS; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","MYSTERIUM CONIUNCTIONS - compiled by Oxomo;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu;DEPURATUS meets Vuduhudu","https://voodoo-hoodoo.bandcamp.com/album/mysterium-coniunctions-compiled-by-oxomo","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DEPURATUS;https://soundcloud.com/search?q=DEPURATUS;https://www.youtube.com/results?search_query=DEPURATUS%20psycore;https://www.google.com/search?q=DEPURATUS%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a2943017382_10.jpg","Hagios;Nao Quero Mais;In Digeno Us;Nao queiro mais;Sud Yue;Frenchlovsky;Lunar Chrysalis;Os & Incense;Hagios;Praying to Elohim","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","DOCTOR X","International","Montreal","DOCTOR X esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de DOCTOR X; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DOCTOR%20X;https://soundcloud.com/search?q=DOCTOR%20X;https://www.youtube.com/results?search_query=DOCTOR%20X%20psycore;https://www.google.com/search?q=DOCTOR%20X%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","Events Horizon","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
"psycore","Ekphrasys","International","Montreal","Ekphrasys tem 1 faixa(s) novas no pacote V5, com fonte em Voodoo Hoodoo Records. BPM verificado entre 190 e 190. Anchors: CURSED FREQUENCIES (Volume 2) [2026].","psycore / hi-tech psytrance / darkpsy","Recomende Ekphrasys para ouvintes de psycore, hi-tech, darkpsy, forest pesado e energia extrema. Melhor uso: bpm_verified_psycore_artist.","bpm_verified_psycore_artist","CURSED FREQUENCIES (Volume 2) [2026]","https://voodoo-hoodoo.bandcamp.com/album/cursed-frequencies-volume-2-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=Ekphrasys;https://soundcloud.com/search?q=Ekphrasys;https://www.youtube.com/results?search_query=Ekphrasys%20psycore;https://www.google.com/search?q=Ekphrasys%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3596713261_10.jpg","Stone and Fire (190)","published","high","V5 artist profile generated from 1 imported track(s): Stone and Fire (190)."
"psycore","ELVENFOLK","International","Montreal","ELVENFOLK esta na fila editorial psycore por aparecer em THE ART OF THE BLACK SPELLS - compiled by Neormm, fonte Bandcamp etiquetada com Electronic, darkpsy, experimental-psytrance, forest-psytrance, hitech-psytrance.","psycore / hi-tech psytrance / darkpsy","Verificar proximas faixas, BPM e links oficiais de ELVENFOLK; candidato para aprofundar psycore/darkpsy/hitech.","archive_profile_queue","THE ART OF THE BLACK SPELLS - compiled by Neormm","https://voodoo-hoodoo.bandcamp.com/album/the-art-of-the-black-spells-compiled-by-neormm","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=ELVENFOLK;https://soundcloud.com/search?q=ELVENFOLK;https://www.youtube.com/results?search_query=ELVENFOLK%20psycore;https://www.google.com/search?q=ELVENFOLK%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","https://f4.bcbits.com/img/a3588926032_10.jpg","Yohan","needs_review","medium_high","Bandcamp JSON-LD exposes an archived psycore-tagged compilation; kept as artist research queue because BPM is not explicit."
