"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","cover_art_url","profile_tracks","status","confidence","source_note"
"afro_house","Black Coffee","South Africa","Durban","Black Coffee appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: south_african_afro_house_anchor.","afro house / afro tech","Recommend Black Coffee for afro house discovery, especially when the user wants warm_percussive_groove energy and richer artist context.","south_african_afro_house_anchor","Soulistic Music","https://www.beatport.com/search?q=Black%20Coffee%20We%20Dance%20Again","https://www.google.com/search?q=Black%20Coffee%20official%20instagram","https://open.spotify.com/search/Black%20Coffee;https://soundcloud.com/search?q=Black%20Coffee;https://www.youtube.com/results?search_query=Black%20Coffee%20afro%20house%20live%20official;https://www.google.com/search?q=Black%20Coffee%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Black%20Coffee%20We%20Dance%20Again;https://www.discogs.com/search/?q=Black%20Coffee%20We%20Dance%20Again&type=all","","We Dance Again (122)","published","high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Caiiro","South Africa","Pretoria","Caiiro appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: afro_melodic_scene_depth.","afro house / afro tech","Recommend Caiiro for afro house discovery, especially when the user wants percussive_melodic_afro energy and richer artist context.","afro_melodic_scene_depth","Afrocentric Records","https://www.beatport.com/search?q=Caiiro%20Fefe","https://www.google.com/search?q=Caiiro%20official%20instagram","https://open.spotify.com/search/Caiiro;https://soundcloud.com/search?q=Caiiro;https://www.youtube.com/results?search_query=Caiiro%20afro%20house%20live%20official;https://www.google.com/search?q=Caiiro%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Caiiro%20Fefe;https://www.discogs.com/search/?q=Caiiro%20Fefe&type=all","","Fefe (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Culoe De Song","South Africa","Eshowe","Culoe De Song appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: deep_afro_house_anchor.","afro house / afro tech","Recommend Culoe De Song for afro house discovery, especially when the user wants deep_percussive_flow energy and richer artist context.","deep_afro_house_anchor","Innervisions","https://www.beatport.com/search?q=Culoe%20De%20Song%20Y.O.U.D.","https://www.google.com/search?q=Culoe%20De%20Song%20official%20instagram","https://open.spotify.com/search/Culoe%20De%20Song;https://soundcloud.com/search?q=Culoe%20De%20Song;https://www.youtube.com/results?search_query=Culoe%20De%20Song%20afro%20house%20live%20official;https://www.google.com/search?q=Culoe%20De%20Song%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Culoe%20De%20Song%20Y.O.U.D.;https://www.discogs.com/search/?q=Culoe%20De%20Song%20Y.O.U.D.&type=all","","Y.O.U.D. (122)","published","high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Da Capo","South Africa","Limpopo","Da Capo appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: afro_tech_depth.","afro house / afro tech","Recommend Da Capo for afro house discovery, especially when the user wants melodic_afro_drive energy and richer artist context.","afro_tech_depth","Iklwa Brothers","https://www.beatport.com/search?q=Da%20Capo%20Umbovukazi","https://www.google.com/search?q=Da%20Capo%20official%20instagram","https://open.spotify.com/search/Da%20Capo;https://soundcloud.com/search?q=Da%20Capo;https://www.youtube.com/results?search_query=Da%20Capo%20afro%20house%20live%20official;https://www.google.com/search?q=Da%20Capo%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Da%20Capo%20Umbovukazi;https://www.discogs.com/search/?q=Da%20Capo%20Umbovukazi&type=all","","Umbovukazi (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Djeff","Angola","Luanda","Djeff appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: lusophone_afro_house_depth.","afro house / afro tech","Recommend Djeff for afro house discovery, especially when the user wants percussive_afro_depth energy and richer artist context.","lusophone_afro_house_depth","Kazukuta Records","https://www.beatport.com/search?q=Djeff%20Elegom%20Bounsa","https://www.google.com/search?q=Djeff%20official%20instagram","https://open.spotify.com/search/Djeff;https://soundcloud.com/search?q=Djeff;https://www.youtube.com/results?search_query=Djeff%20afro%20house%20live%20official;https://www.google.com/search?q=Djeff%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Djeff%20Elegom%20Bounsa;https://www.discogs.com/search/?q=Djeff%20Elegom%20Bounsa&type=all","","Elegom Bounsa (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Enoo Napa","South Africa","Durban","Enoo Napa appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: afro_tech_peak_bridge.","afro house / afro tech","Recommend Enoo Napa for afro house discovery, especially when the user wants dark_afro_tech energy and richer artist context.","afro_tech_peak_bridge","MoBlack Records","https://www.beatport.com/search?q=Enoo%20Napa%20The%20Cure","https://www.google.com/search?q=Enoo%20Napa%20official%20instagram","https://open.spotify.com/search/Enoo%20Napa;https://soundcloud.com/search?q=Enoo%20Napa;https://www.youtube.com/results?search_query=Enoo%20Napa%20afro%20house%20live%20official;https://www.google.com/search?q=Enoo%20Napa%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Enoo%20Napa%20The%20Cure;https://www.discogs.com/search/?q=Enoo%20Napa%20The%20Cure&type=all","","The Cure (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Hyenah","Germany","Berlin","Hyenah appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: afro_house_bridge.","afro house / afro tech","Recommend Hyenah for afro house discovery, especially when the user wants tribal_deep_groove energy and richer artist context.","afro_house_bridge","Rise Music","https://www.beatport.com/search?q=Hyenah%20The%20Wish","https://www.google.com/search?q=Hyenah%20official%20instagram","https://open.spotify.com/search/Hyenah;https://soundcloud.com/search?q=Hyenah;https://www.youtube.com/results?search_query=Hyenah%20afro%20house%20live%20official;https://www.google.com/search?q=Hyenah%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Hyenah%20The%20Wish;https://www.discogs.com/search/?q=Hyenah%20The%20Wish&type=all","","The Wish (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Shimza","South Africa","Tembisa","Shimza appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: south_african_club_anchor.","afro house / afro tech","Recommend Shimza for afro house discovery, especially when the user wants uplifting_afro_house energy and richer artist context.","south_african_club_anchor","Shimuzic","https://www.beatport.com/search?q=Shimza%20Fight%20To%20Love","https://www.google.com/search?q=Shimza%20official%20instagram","https://open.spotify.com/search/Shimza;https://soundcloud.com/search?q=Shimza;https://www.youtube.com/results?search_query=Shimza%20afro%20house%20live%20official;https://www.google.com/search?q=Shimza%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Shimza%20Fight%20To%20Love;https://www.discogs.com/search/?q=Shimza%20Fight%20To%20Love&type=all","","Fight To Love (122)","published","high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","Sparrow & Barbossa","Spain","Madrid","Sparrow & Barbossa appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: latin_afro_bridge.","afro house / afro tech","Recommend Sparrow & Barbossa for afro house discovery, especially when the user wants global_percussion_house energy and richer artist context.","latin_afro_bridge","MoBlack Records","https://www.beatport.com/search?q=Sparrow%20%26%20Barbossa%20Morena","https://www.google.com/search?q=Sparrow%20%26%20Barbossa%20official%20instagram","https://open.spotify.com/search/Sparrow%20%26%20Barbossa;https://soundcloud.com/search?q=Sparrow%20%26%20Barbossa;https://www.youtube.com/results?search_query=Sparrow%20%26%20Barbossa%20afro%20house%20live%20official;https://www.google.com/search?q=Sparrow%20%26%20Barbossa%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Sparrow%20%26%20Barbossa%20Morena;https://www.discogs.com/search/?q=Sparrow%20%26%20Barbossa%20Morena&type=all","","Morena (122)","published","medium_high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"afro_house","THEMBA","South Africa","Johannesburg","THEMBA appears in club_styles_enrichment_v2_20260621 for afro house with 1 curated reference track(s). Scene use: afro_house_identity_anchor.","afro house / afro tech","Recommend THEMBA for afro house discovery, especially when the user wants percussive_peak_groove energy and richer artist context.","afro_house_identity_anchor","Herd","https://www.beatport.com/search?q=THEMBA%20Who%20Is%20THEMBA","https://www.google.com/search?q=THEMBA%20official%20instagram","https://open.spotify.com/search/THEMBA;https://soundcloud.com/search?q=THEMBA;https://www.youtube.com/results?search_query=THEMBA%20afro%20house%20live%20official;https://www.google.com/search?q=THEMBA%20afro%20house%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=THEMBA%20Who%20Is%20THEMBA;https://www.discogs.com/search/?q=THEMBA%20Who%20Is%20THEMBA&type=all","","Who Is THEMBA (122)","published","high","Artist profile generated from 1 afro house track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Adriatique","Switzerland","Zurich","Adriatique appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: siamese_melodic_anchor.","melodic techno / progressive techno","Recommend Adriatique for melodic techno discovery, especially when the user wants polished_melodic_groove energy and richer artist context.","siamese_melodic_anchor","Siamese","https://www.beatport.com/search?q=Adriatique%20Home","https://www.google.com/search?q=Adriatique%20official%20instagram","https://open.spotify.com/search/Adriatique;https://soundcloud.com/search?q=Adriatique;https://www.youtube.com/results?search_query=Adriatique%20melodic%20techno%20live%20official;https://www.google.com/search?q=Adriatique%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Adriatique%20Home;https://www.discogs.com/search/?q=Adriatique%20Home&type=all","","Home (124)","published","high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Anyma","Italy","Milan","Anyma appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: visual_melodic_anchor.","melodic techno / progressive techno","Recommend Anyma for melodic techno discovery, especially when the user wants cinematic_melodic_peak energy and richer artist context.","visual_melodic_anchor","Afterlife","https://www.beatport.com/search?q=Anyma%20Consciousness","https://www.google.com/search?q=Anyma%20official%20instagram","https://open.spotify.com/search/Anyma;https://soundcloud.com/search?q=Anyma;https://www.youtube.com/results?search_query=Anyma%20melodic%20techno%20live%20official;https://www.google.com/search?q=Anyma%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Anyma%20Consciousness;https://www.discogs.com/search/?q=Anyma%20Consciousness&type=all","","Consciousness (124)","published","high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","ARTBAT","Ukraine","Kyiv","ARTBAT appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: modern_peak_melodic_anchor.","melodic techno / progressive techno","Recommend ARTBAT for melodic techno discovery, especially when the user wants peak_melodic_pressure energy and richer artist context.","modern_peak_melodic_anchor","Diynamic","https://www.beatport.com/search?q=ARTBAT%20Upperground","https://www.google.com/search?q=ARTBAT%20official%20instagram","https://open.spotify.com/search/ARTBAT;https://soundcloud.com/search?q=ARTBAT;https://www.youtube.com/results?search_query=ARTBAT%20melodic%20techno%20live%20official;https://www.google.com/search?q=ARTBAT%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=ARTBAT%20Upperground;https://www.discogs.com/search/?q=ARTBAT%20Upperground&type=all","","Upperground (124)","published","high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Colyn","Netherlands","Amsterdam","Colyn appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: afterlife_melodic_depth.","melodic techno / progressive techno","Recommend Colyn for melodic techno discovery, especially when the user wants wide_melodic_build energy and richer artist context.","afterlife_melodic_depth","Afterlife","https://www.beatport.com/search?q=Colyn%20Resolve","https://www.google.com/search?q=Colyn%20official%20instagram","https://open.spotify.com/search/Colyn;https://soundcloud.com/search?q=Colyn;https://www.youtube.com/results?search_query=Colyn%20melodic%20techno%20live%20official;https://www.google.com/search?q=Colyn%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Colyn%20Resolve;https://www.discogs.com/search/?q=Colyn%20Resolve&type=all","","Resolve (124)","published","medium_high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Innellea","Germany","Munich","Innellea appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: future_melodic_anchor.","melodic techno / progressive techno","Recommend Innellea for melodic techno discovery, especially when the user wants tense_melodic_drive energy and richer artist context.","future_melodic_anchor","Afterlife","https://www.beatport.com/search?q=Innellea%20Vigilans","https://www.google.com/search?q=Innellea%20official%20instagram","https://open.spotify.com/search/Innellea;https://soundcloud.com/search?q=Innellea;https://www.youtube.com/results?search_query=Innellea%20melodic%20techno%20live%20official;https://www.google.com/search?q=Innellea%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Innellea%20Vigilans;https://www.discogs.com/search/?q=Innellea%20Vigilans&type=all","","Vigilans (124)","published","high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Maceo Plex","United States","Miami","Maceo Plex appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: electro_melodic_bridge.","melodic techno / progressive techno","Recommend Maceo Plex for melodic techno discovery, especially when the user wants dark_melodic_groove energy and richer artist context.","electro_melodic_bridge","Ellum","https://www.beatport.com/search?q=Maceo%20Plex%20Solar%20Detroit","https://www.google.com/search?q=Maceo%20Plex%20official%20instagram","https://open.spotify.com/search/Maceo%20Plex;https://soundcloud.com/search?q=Maceo%20Plex;https://www.youtube.com/results?search_query=Maceo%20Plex%20melodic%20techno%20live%20official;https://www.google.com/search?q=Maceo%20Plex%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Maceo%20Plex%20Solar%20Detroit;https://www.discogs.com/search/?q=Maceo%20Plex%20Solar%20Detroit&type=all","","Solar Detroit (124)","published","medium_high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Massano","United Kingdom","Liverpool","Massano appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: peak_melodic_tool.","melodic techno / progressive techno","Recommend Massano for melodic techno discovery, especially when the user wants peak_melodic_pressure energy and richer artist context.","peak_melodic_tool","Afterlife","https://www.beatport.com/search?q=Massano%20The%20Feeling","https://www.google.com/search?q=Massano%20official%20instagram","https://open.spotify.com/search/Massano;https://soundcloud.com/search?q=Massano;https://www.youtube.com/results?search_query=Massano%20melodic%20techno%20live%20official;https://www.google.com/search?q=Massano%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Massano%20The%20Feeling;https://www.discogs.com/search/?q=Massano%20The%20Feeling&type=all","","The Feeling (126)","published","medium_high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Mind Against","Italy","Berlin","Mind Against appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: emotional_melodic_depth.","melodic techno / progressive techno","Recommend Mind Against for melodic techno discovery, especially when the user wants dark_melodic_flow energy and richer artist context.","emotional_melodic_depth","Life And Death","https://www.beatport.com/search?q=Mind%20Against%20Walking%20Away","https://www.google.com/search?q=Mind%20Against%20official%20instagram","https://open.spotify.com/search/Mind%20Against;https://soundcloud.com/search?q=Mind%20Against;https://www.youtube.com/results?search_query=Mind%20Against%20melodic%20techno%20live%20official;https://www.google.com/search?q=Mind%20Against%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Mind%20Against%20Walking%20Away;https://www.discogs.com/search/?q=Mind%20Against%20Walking%20Away&type=all","","Walking Away (123)","published","medium_high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
"melodic_techno","Stephan Bodzin","Germany","Bremen","Stephan Bodzin appears in club_styles_enrichment_v2_20260621 for melodic techno with 1 curated reference track(s). Scene use: synth_melody_anchor.","melodic techno / progressive techno","Recommend Stephan Bodzin for melodic techno discovery, especially when the user wants melodic_peak_builder energy and richer artist context.","synth_melody_anchor","Life And Death","https://www.beatport.com/search?q=Stephan%20Bodzin%20Singularity","https://www.google.com/search?q=Stephan%20Bodzin%20official%20instagram","https://open.spotify.com/search/Stephan%20Bodzin;https://soundcloud.com/search?q=Stephan%20Bodzin;https://www.youtube.com/results?search_query=Stephan%20Bodzin%20melodic%20techno%20live%20official;https://www.google.com/search?q=Stephan%20Bodzin%20melodic%20techno%20official%20instagram%20soundcloud%20bandcamp","https://www.beatport.com/search?q=Stephan%20Bodzin%20Singularity;https://www.discogs.com/search/?q=Stephan%20Bodzin%20Singularity&type=all","","Singularity (123)","published","high","Artist profile generated from 1 melodic techno track anchor(s) in club_styles_enrichment_v2_20260621."
