"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","source","source_url","status","confidence","scene_role","aliases","source_note","social_discovery_links","label_links","profile_tracks"
"dark_experimental","Will O Wisp","Argentina","Buenos Aires","Will O Wisp e o projeto de Gaston Mellino, explorador argentino de audio psicodelico e modular synthesis em psytrance.","experimental psychedelic trance / darkpsy / modular psytrance","Classificar como dark experimental/experimental psytrance; algumas faixas podem entrar em psycore, mas nao tratar como DJ.","mop_brasil_2026_rage_stage_research","https://willowispmusic.bandcamp.com/","published","high","producer_with_verified_tracks","Will O' Wisp; Gaston Mellino","Bandcamp oficial identifica o projeto, origem argentina e foco em modular synthesis dentro do psychedelic trance.","https://osom-music.bandcamp.com/track/plucked-out","https://osom-music.bandcamp.com/","Plucked Out;To The Moon And Back;Forking Path"
"dark_psy","Megalopsy","Argentina","Buenos Aires","Megalopsy e exploracao psicodelica nascida em Buenos Aires e parte do ecossistema Dark Prisma.","darkpsy / psychedelic trance / avant-garde psytrance","Usar como dark_psy/avant-garde psytrance; nao marcar como hitech.","mop_brasil_2026_rage_stage_research","https://megalopsy.bandcamp.com/","published","high","producer_with_verified_tracks","","Bandcamp oficial descreve Megalopsy como exploracao psicodelica de Buenos Aires; Dark Prisma lista o artista.","https://darkprisma.bandcamp.com/artists","https://darkprisma.bandcamp.com/","Maleficio;Alien Stretcher;Megalupis"
"psycore","Zik","Greece","","Zik e projeto grego de darkpsy/psycore ligado ao circuito MOP e Parvati, tambem presente no duo ZikOre com Orestis.","darkpsy / psycore","Usar Zik com cuidado: psycore/darkpsy underground, sem confundir com homonimos de musica mainstream.","mop_brasil_2026_rage_stage_research","https://ektoplazm.com/artist/zik","published","medium_high","producer_with_verified_tracks","","Ektoplazm indexa Zik em darkpsy/forest; lineup MOP/JamBase confirma Zik e ZikOre no Rage Stage.","https://parvati-records.com/","","Voodoo People"
"dark_psy","Orestis","Greece","","Orestis e produtor grego de darkpsy, com faixas solo e colabs com Psykovsky e ZikOre no circuito MOP.","darkpsy / experimental psytrance / psycore-adjacent","Classificar como dark_psy; usar psycore apenas em colabs/faixas explicitamente mais extremas.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/118571264","published","high","producer_with_verified_tracks","","Deezer confirma catalogo solo como P.O. Saga; MOP Brazil confirma Orestis e ZikOre no Rage Stage.","https://www.facebook.com/orestismusic.net/posts/-masters-of-puppets-brazil-edition-%EF%B8%8F-orestis-zikore-zikore-osom%EF%B8%8F-15-18-may-2026-/1504085841085441/","","P.O. Saga;Boipeba Roam;Cosmic Arena"
"dark_psy","ZikOre","Greece","","ZikOre e a colaboracao de Zik e Orestis, com Universal Modules em plataformas e slot proprio no Rage Stage.","darkpsy / experimental psytrance collaboration","Tratar como projeto colaborativo Zik + Orestis; nao criar grafias separadas Zikore/ZikOre sem alias.","mop_brasil_2026_rage_stage_research","https://www.viberate.com/artist/zikore/","published","high","producer_with_verified_tracks","Zikore; Zik + Orestis; Zik & Orestis","Viberate e Deezer confirmam ZikOre/Zikore; MOP Brazil lista Zikore como set Zik & Orestis.","https://www.viberate.com/artist/zikore/","","Universal Modules"
"psycore","Osom","Russia","Moscow","Osom e o projeto de Kindzadza com Psykovsky, uma referencia russa de darkpsy/psycore de alta intensidade.","psycore / darkpsy / high-BPM psytrance","Usar Osom como psycore/darkpsy extremo; nao separar como DJ duo sem faixas.","mop_brasil_2026_rage_stage_research","https://www.facebook.com/TrancentralTV/videos/this-is-osom-/1067465433355133/","published","high","producer_with_verified_tracks","OSOM; Kindzadza & Psykovsky","Trancentral identifica OSOM como Kindzadza + Psykovsky; Deezer confirma faixas Acai Asassin e Carcosa.","https://www.deezer.com/track/119400404","","Acai Asassin;Carcosa"
"psycore","Kindzadza","Russia","Moscow","Kindzadza, de Moscou, e um dos fundadores do som dark psytrance russo e do selo OSOM Music.","darkpsy / psycore / experimental psytrance","Usar Kindzadza como psycore/darkpsy de referencia; nao jogar em hi_tech por BPM alto.","mop_brasil_2026_rage_stage_research","https://sunstation.ru/artists/kindzadza/","published","high","producer_with_verified_tracks","Kin Dza Dza; Leo Kindzadza","Sun Station descreve Leo Kindzadza como fundador do dark psytrance russo e OSOM Music.","https://sunstation.ru/artists/kindzadza/","","Full of Life;Krakatalo;Multi U"
"psycore","Psykovsky","Russia","Moscow","Psykovsky, aka Vasily Markelov, e produtor russo de psytrance extremo, associado a Vertigo, Transdriver e OSOM.","psycore / darkpsy / experimental psytrance","Usar Psykovsky em psycore/darkpsy experimental; evitar tracks de homonimos ou creditos errados em plataformas.","mop_brasil_2026_rage_stage_research","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/","published","high","producer_with_verified_tracks","Vasily Markelov; Psykovski","Trancentral identifica Psykovsky como produtor russo de psytrance; valida tracks essenciais.","https://trancentral.tv/2018/05/psykovsky-10-essential-tracks/","","Ketzakoatl;Tender Nest;P.O. Saga"
"dark_experimental","Sectio Aurea","Switzerland","","Sectio Aurea assina trance psicodelico abstrato, complexo e avant-garde, com material proprio no Bandcamp.","abstract psychedelic trance / avant-garde / dark experimental","Usar dark_experimental; nao confundir com hitech mesmo quando uma faixa passa de 190 BPM.","mop_brasil_2026_rage_stage_research","https://sectioaurea.bandcamp.com/","published","high","producer_with_verified_tracks","Sectio Aurea Argot Digamma Anficlavis","Bandcamp oficial descreve o projeto como Abstract and Complex Psychedelic Trance, Avant-garde, PsyBaroque, neoDada.","https://sectioaurea.bandcamp.com/track/sectio-aurea-sparks","","Sparks;Deep Resonance;E Il Cielo Dei Cieli"
"hi_tech","AlpsCore","Austria","Innsbruck","AlpsCore e o projeto de Max Franzelin, baseado nos Alpes tiroleses, criado para musica eletronica dura e de alta energia.","hi-tech psytrance / psycore-adjacent","Usar AlpsCore como hi_tech/psycore-adjacent; nao marcar como dark experimental.","mop_brasil_2026_rage_stage_research","https://alpscore.bandcamp.com/music","published","high","producer_with_verified_tracks","ALPSCORE; Alpscore; Max Franzelin","Bandcamp oficial descreve o projeto e Deezer confirma discografia como Red Snow, Higher Universe e Phatty.","https://www.deezer.com/en/artist/14475823","","Phatty;Higher Universe;Red Snow"
"psycore","Maramba","Brazil","","Maramba e projeto brasileiro de psycore/hi-tech no circuito dark psy, com The Purge e outras faixas em plataformas.","psycore / hi-tech psytrance / Brazilian darkpsy","Usar Maramba como psycore brasileiro; hitech e adjacente, mas a curadoria MOP pede pressao psycore.","mop_brasil_2026_rage_stage_research","https://www.deezer.com/track/4028386941","published","high","producer_with_verified_tracks","Maramba BR; Maramba Psy","Deezer confirma The Purge sob Maramba; Popol-Vuh Records confirma Pray For Nepal a 180 BPM.","https://www.deezer.com/track/4028386941","","The Purge;Pray For Nepal"
"dark_psy","Aquarius Orb","Brazil","","Aquarius Orb e projeto brasileiro ligado a Resina Records, com releases de darkpsy, forest e hitech-adjacent.","darkpsy / forest / hi-tech-adjacent psytrance","Usar Aquarius Orb como dark_psy/forest com borda hitech; nao promover para hi_tech sem evidenciar a faixa.","mop_brasil_2026_rage_stage_research","https://resinarecords.bandcamp.com/album/wizard-of-yester","published","high","producer_with_verified_tracks","Victor Luciano; Aquarius Orb & Mad Goblins","Resina Records lista Wizard of Yester e tags darkpsy, forest, hitech e psytrance.","https://resinarecords.bandcamp.com/track/resomatic","https://resinarecords.bandcamp.com/","Resomatic;Boy Soul;Cray Cake"
