"style","artist","song","label","bpm_exact","country","artist_genre","catalog_role","source_url","track_url","spotify_url","youtube_url","beatport_url","artist_bio","artist_profile_hint","source_note"
"broken_techno","Karenn","On Request","Works The Long Nights","130","United Kingdom","Broken Techno / Raw Techno","karenn_broken_anchor","https://www.discogs.com/search/?q=Karenn%20On%20Request&type=all","https://www.youtube.com/results?search_query=Karenn%20On%20Request","https://open.spotify.com/search/Karenn%20On%20Request","https://www.youtube.com/results?search_query=Karenn%20On%20Request","https://www.beatport.com/search?q=Karenn%20On%20Request","Karenn entra no lote techno v4 como referencia de broken techno, usando ""On Request"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Kowton","Glock & Roll","Livity Sound","130","United Kingdom","Broken Techno / Bristol Techno","livity_broken_depth","https://www.discogs.com/search/?q=Kowton%20Glock%20%26%20Roll&type=all","https://www.youtube.com/results?search_query=Kowton%20Glock%20%26%20Roll","https://open.spotify.com/search/Kowton%20Glock%20%26%20Roll","https://www.youtube.com/results?search_query=Kowton%20Glock%20%26%20Roll","https://www.beatport.com/search?q=Kowton%20Glock%20%26%20Roll","Kowton entra no lote techno v4 como referencia de broken techno, usando ""Glock & Roll"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Pearson Sound","XLB","Pearson Sound","130","United Kingdom","Broken Techno / UK Bass","uk_bass_syncopation","https://www.discogs.com/search/?q=Pearson%20Sound%20XLB&type=all","https://www.youtube.com/results?search_query=Pearson%20Sound%20XLB","https://open.spotify.com/search/Pearson%20Sound%20XLB","https://www.youtube.com/results?search_query=Pearson%20Sound%20XLB","https://www.beatport.com/search?q=Pearson%20Sound%20XLB","Pearson Sound entra no lote techno v4 como referencia de broken techno, usando ""XLB"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Tessela","Hackney Parrot","Poly Kicks","130","United Kingdom","Broken Techno / Breakbeat Techno","breakbeat_techno_anchor","https://www.discogs.com/search/?q=Tessela%20Hackney%20Parrot&type=all","https://www.youtube.com/results?search_query=Tessela%20Hackney%20Parrot","https://open.spotify.com/search/Tessela%20Hackney%20Parrot","https://www.youtube.com/results?search_query=Tessela%20Hackney%20Parrot","https://www.beatport.com/search?q=Tessela%20Hackney%20Parrot","Tessela entra no lote techno v4 como referencia de broken techno, usando ""Hackney Parrot"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"broken_techno","Untold","Motion The Dance","Hemlock","130","United Kingdom","Broken Techno / UK Techno","hemlock_broken_depth","https://www.discogs.com/search/?q=Untold%20Motion%20The%20Dance&type=all","https://www.youtube.com/results?search_query=Untold%20Motion%20The%20Dance","https://open.spotify.com/search/Untold%20Motion%20The%20Dance","https://www.youtube.com/results?search_query=Untold%20Motion%20The%20Dance","https://www.beatport.com/search?q=Untold%20Motion%20The%20Dance","Untold entra no lote techno v4 como referencia de broken techno, usando ""Motion The Dance"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para broken techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for broken techno; syncopated techno, UK bass pressure and broken club rhythm."
"deep_techno","Cio D'Or","Ur","Semantica","126","Germany","Deep Techno / Minimal Techno","semantica_deep_anchor","https://www.discogs.com/search/?q=Cio%20D'Or%20Ur&type=all","https://www.youtube.com/results?search_query=Cio%20D'Or%20Ur","https://open.spotify.com/search/Cio%20D'Or%20Ur","https://www.youtube.com/results?search_query=Cio%20D'Or%20Ur","https://www.beatport.com/search?q=Cio%20D'Or%20Ur","Cio D'Or entra no lote techno v4 como referencia de deep techno, usando ""Ur"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"deep_techno","Feral","Courtship","Hypnus Records","128","Sweden","Deep Techno / Organic Techno","hypnus_organic_depth","https://www.discogs.com/search/?q=Feral%20Courtship&type=all","https://www.youtube.com/results?search_query=Feral%20Courtship","https://open.spotify.com/search/Feral%20Courtship","https://www.youtube.com/results?search_query=Feral%20Courtship","https://www.beatport.com/search?q=Feral%20Courtship","Feral entra no lote techno v4 como referencia de deep techno, usando ""Courtship"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"deep_techno","Mike Parker","Reduction","Prologue","128","United States","Deep Techno / Hypnotic Techno","geophone_hypnotic_bridge","https://www.discogs.com/search/?q=Mike%20Parker%20Reduction&type=all","https://www.youtube.com/results?search_query=Mike%20Parker%20Reduction","https://open.spotify.com/search/Mike%20Parker%20Reduction","https://www.youtube.com/results?search_query=Mike%20Parker%20Reduction","https://www.beatport.com/search?q=Mike%20Parker%20Reduction","Mike Parker entra no lote techno v4 como referencia de deep techno, usando ""Reduction"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"deep_techno","Natural/Electronic.System.","Cuore","Tikita","126","Italy","Deep Techno / Atmospheric Techno","italian_deep_system","https://www.discogs.com/search/?q=Natural%2FElectronic.System.%20Cuore&type=all","https://www.youtube.com/results?search_query=Natural%2FElectronic.System.%20Cuore","https://open.spotify.com/search/Natural%2FElectronic.System.%20Cuore","https://www.youtube.com/results?search_query=Natural%2FElectronic.System.%20Cuore","https://www.beatport.com/search?q=Natural%2FElectronic.System.%20Cuore","Natural/Electronic.System. entra no lote techno v4 como referencia de deep techno, usando ""Cuore"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"deep_techno","Neel","Satori","Spazio Disponibile","128","Italy","Deep Techno / Hypnotic Techno","italian_deep_hypnosis","https://www.discogs.com/search/?q=Neel%20Satori&type=all","https://www.youtube.com/results?search_query=Neel%20Satori","https://open.spotify.com/search/Neel%20Satori","https://www.youtube.com/results?search_query=Neel%20Satori","https://www.beatport.com/search?q=Neel%20Satori","Neel entra no lote techno v4 como referencia de deep techno, usando ""Satori"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"deep_techno","Refracted","Expedition 1","PoleGroup","130","Germany","Deep Techno / Mental Techno","deep_polegroup_bridge","https://www.discogs.com/search/?q=Refracted%20Expedition%201&type=all","https://www.youtube.com/results?search_query=Refracted%20Expedition%201","https://open.spotify.com/search/Refracted%20Expedition%201","https://www.youtube.com/results?search_query=Refracted%20Expedition%201","https://www.beatport.com/search?q=Refracted%20Expedition%201","Refracted entra no lote techno v4 como referencia de deep techno, usando ""Expedition 1"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para deep techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for deep techno; deep, atmospheric and mental techno with patient movement."
"detroit_techno","DJ Rolando","Knights Of The Jaguar","Underground Resistance","130","United States","Detroit Techno / Hi-Tech Soul","ur_melodic_anchor","https://www.discogs.com/search/?q=DJ%20Rolando%20Knights%20Of%20The%20Jaguar&type=all","https://www.youtube.com/results?search_query=DJ%20Rolando%20Knights%20Of%20The%20Jaguar","https://open.spotify.com/search/DJ%20Rolando%20Knights%20Of%20The%20Jaguar","https://www.youtube.com/results?search_query=DJ%20Rolando%20Knights%20Of%20The%20Jaguar","https://www.beatport.com/search?q=DJ%20Rolando%20Knights%20Of%20The%20Jaguar","DJ Rolando entra no lote techno v4 como referencia de detroit techno, usando ""Knights Of The Jaguar"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para detroit techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for detroit techno; Detroit futurism, machine soul, electro roots and hi-tech funk."
"detroit_techno","Kenny Larkin","We Shall Overcome","Plus 8","128","United States","Detroit Techno / Classic Techno","detroit_plus8_depth","https://www.discogs.com/search/?q=Kenny%20Larkin%20We%20Shall%20Overcome&type=all","https://www.youtube.com/results?search_query=Kenny%20Larkin%20We%20Shall%20Overcome","https://open.spotify.com/search/Kenny%20Larkin%20We%20Shall%20Overcome","https://www.youtube.com/results?search_query=Kenny%20Larkin%20We%20Shall%20Overcome","https://www.beatport.com/search?q=Kenny%20Larkin%20We%20Shall%20Overcome","Kenny Larkin entra no lote techno v4 como referencia de detroit techno, usando ""We Shall Overcome"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para detroit techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for detroit techno; Detroit futurism, machine soul, electro roots and hi-tech funk."
"dub_techno","Deadbeat","Roots And Wire","Wagon Repair","125","Canada","Dub Techno / Minimal Techno","canadian_dub_depth","https://www.discogs.com/search/?q=Deadbeat%20Roots%20And%20Wire&type=all","https://www.youtube.com/results?search_query=Deadbeat%20Roots%20And%20Wire","https://open.spotify.com/search/Deadbeat%20Roots%20And%20Wire","https://www.youtube.com/results?search_query=Deadbeat%20Roots%20And%20Wire","https://www.beatport.com/search?q=Deadbeat%20Roots%20And%20Wire","Deadbeat entra no lote techno v4 como referencia de dub techno, usando ""Roots And Wire"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para dub techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for dub techno; dub delays, reduced pulse, haze and deep low-end movement."
"dub_techno","Echospace","Spatialdimension","Modern Love","126","United States","Dub Techno / Ambient Techno","echospace_haze","https://www.discogs.com/search/?q=Echospace%20Spatialdimension&type=all","https://www.youtube.com/results?search_query=Echospace%20Spatialdimension","https://open.spotify.com/search/Echospace%20Spatialdimension","https://www.youtube.com/results?search_query=Echospace%20Spatialdimension","https://www.beatport.com/search?q=Echospace%20Spatialdimension","Echospace entra no lote techno v4 como referencia de dub techno, usando ""Spatialdimension"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para dub techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for dub techno; dub delays, reduced pulse, haze and deep low-end movement."
"dub_techno","Quantec","Ray Of Hope","Echocord","126","Germany","Dub Techno / Deep Techno","echocord_depth","https://www.discogs.com/search/?q=Quantec%20Ray%20Of%20Hope&type=all","https://www.youtube.com/results?search_query=Quantec%20Ray%20Of%20Hope","https://open.spotify.com/search/Quantec%20Ray%20Of%20Hope","https://www.youtube.com/results?search_query=Quantec%20Ray%20Of%20Hope","https://www.beatport.com/search?q=Quantec%20Ray%20Of%20Hope","Quantec entra no lote techno v4 como referencia de dub techno, usando ""Ray Of Hope"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para dub techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for dub techno; dub delays, reduced pulse, haze and deep low-end movement."
"dub_techno","Rhythm & Sound","Mango Drive","Rhythm & Sound","127","Germany","Dub Techno / Dub","rhythm_sound_anchor","https://www.discogs.com/search/?q=Rhythm%20%26%20Sound%20Mango%20Drive&type=all","https://www.youtube.com/results?search_query=Rhythm%20%26%20Sound%20Mango%20Drive","https://open.spotify.com/search/Rhythm%20%26%20Sound%20Mango%20Drive","https://www.youtube.com/results?search_query=Rhythm%20%26%20Sound%20Mango%20Drive","https://www.beatport.com/search?q=Rhythm%20%26%20Sound%20Mango%20Drive","Rhythm & Sound entra no lote techno v4 como referencia de dub techno, usando ""Mango Drive"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para dub techno; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for dub techno; dub delays, reduced pulse, haze and deep low-end movement."
"ebm","Fixmer/McCarthy","Freefall","Planete Rouge","128","France","EBM Techno / Industrial Techno","fixmer_mccarthy_bridge","https://www.discogs.com/search/?q=Fixmer%2FMcCarthy%20Freefall&type=all","https://www.youtube.com/results?search_query=Fixmer%2FMcCarthy%20Freefall","https://open.spotify.com/search/Fixmer%2FMcCarthy%20Freefall","https://www.youtube.com/results?search_query=Fixmer%2FMcCarthy%20Freefall","https://www.beatport.com/search?q=Fixmer%2FMcCarthy%20Freefall","Fixmer/McCarthy entra no lote techno v4 como referencia de EBM, usando ""Freefall"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para EBM; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for EBM; body music, electro-industrial rhythm and techno-compatible machine funk."
"ebm","Front Line Assembly","Mindphaser","Third Mind","124","Canada","EBM / Electro-industrial","canadian_ebm_anchor","https://www.discogs.com/search/?q=Front%20Line%20Assembly%20Mindphaser&type=all","https://www.youtube.com/results?search_query=Front%20Line%20Assembly%20Mindphaser","https://open.spotify.com/search/Front%20Line%20Assembly%20Mindphaser","https://www.youtube.com/results?search_query=Front%20Line%20Assembly%20Mindphaser","https://www.beatport.com/search?q=Front%20Line%20Assembly%20Mindphaser","Front Line Assembly entra no lote techno v4 como referencia de EBM, usando ""Mindphaser"" para ampliar artistas, contexto e rota de descoberta do subgenero.","Anchor editorial v4 para EBM; links sao discovery/search e devem ser revisados antes de marcar qualquer perfil social como oficial.","Curated techno v4 expansion for EBM; body music, electro-industrial rhythm and techno-compatible machine funk."
