style,artist,country,city,artist_bio,artist_genre,artist_profile_hint,source
"full_on","Rinkadink","International","","Rinkadink entra como seed adicional de expansao para full on, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on","Expansao v4: artista para descoberta dinamica em full on; BPM guia 146.","artist_expansion_v4"
"full_on","AMD","International","","AMD entra como seed adicional de expansao para full on, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on","Expansao v4: artista para descoberta dinamica em full on; BPM guia 146.","artist_expansion_v4"
"full_on_night","Abomination","International","","Abomination entra como seed adicional de expansao para full on night, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on night","Expansao v4: artista para descoberta dinamica em full on night; BPM guia 150.","artist_expansion_v4"
"full_on_night","Concept","International","","Concept entra como seed adicional de expansao para full on night, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on night","Expansao v4: artista para descoberta dinamica em full on night; BPM guia 150.","artist_expansion_v4"
"full_on_night","Delysid","International","","Delysid entra como seed adicional de expansao para full on night, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on night","Expansao v4: artista para descoberta dinamica em full on night; BPM guia 150.","artist_expansion_v4"
"full_on_night","Mad Maxx","International","","Mad Maxx entra como seed adicional de expansao para full on night, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on night","Expansao v4: artista para descoberta dinamica em full on night; BPM guia 150.","artist_expansion_v4"
"full_on_night","Sidhartha","International","","Sidhartha entra como seed adicional de expansao para full on night, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on night","Expansao v4: artista para descoberta dinamica em full on night; BPM guia 150.","artist_expansion_v4"
"full_on_morning","Perplex","International","","Perplex entra como seed adicional de expansao para full on morning, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on morning","Expansao v4: artista para descoberta dinamica em full on morning; BPM guia 144.","artist_expansion_v4"
"full_on_morning","Bizzare Contact","International","","Bizzare Contact entra como seed adicional de expansao para full on morning, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on morning","Expansao v4: artista para descoberta dinamica em full on morning; BPM guia 144.","artist_expansion_v4"
"full_on_morning","Electro Sun","International","","Electro Sun entra como seed adicional de expansao para full on morning, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on morning","Expansao v4: artista para descoberta dinamica em full on morning; BPM guia 144.","artist_expansion_v4"
"full_on_morning","System Nipel","International","","System Nipel entra como seed adicional de expansao para full on morning, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on morning","Expansao v4: artista para descoberta dinamica em full on morning; BPM guia 144.","artist_expansion_v4"
"full_on_morning","Ultravoice","International","","Ultravoice entra como seed adicional de expansao para full on morning, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","full on morning","Expansao v4: artista para descoberta dinamica em full on morning; BPM guia 144.","artist_expansion_v4"
"progressive_psy","Zyce","International","","Zyce entra como seed adicional de expansao para progressive psy, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","progressive psy","Expansao v4: artista para descoberta dinamica em progressive psy; BPM guia 136.","artist_expansion_v4"
"progressive_psy","E-Clip","International","","E-Clip entra como seed adicional de expansao para progressive psy, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","progressive psy","Expansao v4: artista para descoberta dinamica em progressive psy; BPM guia 136.","artist_expansion_v4"
"progressive_psy","Ovnimoon","International","","Ovnimoon entra como seed adicional de expansao para progressive psy, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","progressive psy","Expansao v4: artista para descoberta dinamica em progressive psy; BPM guia 136.","artist_expansion_v4"
"progressive_psy","Egorythmia","International","","Egorythmia entra como seed adicional de expansao para progressive psy, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","progressive psy","Expansao v4: artista para descoberta dinamica em progressive psy; BPM guia 136.","artist_expansion_v4"
"progressive_psy","Audiomatic","International","","Audiomatic entra como seed adicional de expansao para progressive psy, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","progressive psy","Expansao v4: artista para descoberta dinamica em progressive psy; BPM guia 136.","artist_expansion_v4"
"hi_tech","Oxidaksi","International","","Oxidaksi entra como seed adicional de expansao para hi tech, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hi tech","Expansao v4: artista para descoberta dinamica em hi tech; BPM guia 190.","artist_expansion_v4"
"hi_tech","Yatzee","International","","Yatzee entra como seed adicional de expansao para hi tech, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hi tech","Expansao v4: artista para descoberta dinamica em hi tech; BPM guia 190.","artist_expansion_v4"
"hi_tech","Mentalecho","International","","Mentalecho entra como seed adicional de expansao para hi tech, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hi tech","Expansao v4: artista para descoberta dinamica em hi tech; BPM guia 190.","artist_expansion_v4"
"hi_tech","Kopophobia","International","","Kopophobia entra como seed adicional de expansao para hi tech, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hi tech","Expansao v4: artista para descoberta dinamica em hi tech; BPM guia 190.","artist_expansion_v4"
"hi_tech","Sonic System","International","","Sonic System entra como seed adicional de expansao para hi tech, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hi tech","Expansao v4: artista para descoberta dinamica em hi tech; BPM guia 190.","artist_expansion_v4"
"dark_progressive","Merkaba","International","","Merkaba entra como seed adicional de expansao para dark progressive, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","dark progressive","Expansao v4: artista para descoberta dinamica em dark progressive; BPM guia 136.","artist_expansion_v4"
"dark_progressive","Kromagon","International","","Kromagon entra como seed adicional de expansao para dark progressive, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","dark progressive","Expansao v4: artista para descoberta dinamica em dark progressive; BPM guia 136.","artist_expansion_v4"
"dark_progressive","Hypogeo","International","","Hypogeo entra como seed adicional de expansao para dark progressive, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","dark progressive","Expansao v4: artista para descoberta dinamica em dark progressive; BPM guia 136.","artist_expansion_v4"
"dark_progressive","Flembaz","International","","Flembaz entra como seed adicional de expansao para dark progressive, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","dark progressive","Expansao v4: artista para descoberta dinamica em dark progressive; BPM guia 136.","artist_expansion_v4"
"dark_progressive","Sensient","International","","Sensient entra como seed adicional de expansao para dark progressive, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","dark progressive","Expansao v4: artista para descoberta dinamica em dark progressive; BPM guia 136.","artist_expansion_v4"
"goa_trance","MFG","International","","MFG entra como seed adicional de expansao para goa trance, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","goa trance","Expansao v4: artista para descoberta dinamica em goa trance; BPM guia 140.","artist_expansion_v4"
"goa_trance","Ra","International","","Ra entra como seed adicional de expansao para goa trance, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","goa trance","Expansao v4: artista para descoberta dinamica em goa trance; BPM guia 140.","artist_expansion_v4"
"goa_trance","Khetzal","International","","Khetzal entra como seed adicional de expansao para goa trance, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","goa trance","Expansao v4: artista para descoberta dinamica em goa trance; BPM guia 140.","artist_expansion_v4"
"goa_trance","Artifact303","International","","Artifact303 entra como seed adicional de expansao para goa trance, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","goa trance","Expansao v4: artista para descoberta dinamica em goa trance; BPM guia 140.","artist_expansion_v4"
"goa_trance","Crossing Mind","International","","Crossing Mind entra como seed adicional de expansao para goa trance, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","goa trance","Expansao v4: artista para descoberta dinamica em goa trance; BPM guia 140.","artist_expansion_v4"
"psy_comercial","Vegas","International","","Vegas entra como seed adicional de expansao para psy comercial, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","psy comercial","Expansao v4: artista para descoberta dinamica em psy comercial; BPM guia 145.","artist_expansion_v4"
"psy_comercial","Mandragora","International","","Mandragora entra como seed adicional de expansao para psy comercial, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","psy comercial","Expansao v4: artista para descoberta dinamica em psy comercial; BPM guia 145.","artist_expansion_v4"
"psy_comercial","Ghost Rider","International","","Ghost Rider entra como seed adicional de expansao para psy comercial, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","psy comercial","Expansao v4: artista para descoberta dinamica em psy comercial; BPM guia 145.","artist_expansion_v4"
"psy_comercial","Skazi","International","","Skazi entra como seed adicional de expansao para psy comercial, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","psy comercial","Expansao v4: artista para descoberta dinamica em psy comercial; BPM guia 145.","artist_expansion_v4"
"psy_comercial","Azax","International","","Azax entra como seed adicional de expansao para psy comercial, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","psy comercial","Expansao v4: artista para descoberta dinamica em psy comercial; BPM guia 145.","artist_expansion_v4"
"trance_uplifting","Aly and Fila","International","","Aly and Fila entra como seed adicional de expansao para trance uplifting, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","trance uplifting","Expansao v4: artista para descoberta dinamica em trance uplifting; BPM guia 140.","artist_expansion_v4"
"trance_uplifting","Solarstone","International","","Solarstone entra como seed adicional de expansao para trance uplifting, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","trance uplifting","Expansao v4: artista para descoberta dinamica em trance uplifting; BPM guia 140.","artist_expansion_v4"
"trance_uplifting","Aly & Fila","International","","Aly & Fila entra como seed adicional de expansao para trance uplifting, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","trance uplifting","Expansao v4: artista para descoberta dinamica em trance uplifting; BPM guia 140.","artist_expansion_v4"
"trance_uplifting","Craig Connelly","International","","Craig Connelly entra como seed adicional de expansao para trance uplifting, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","trance uplifting","Expansao v4: artista para descoberta dinamica em trance uplifting; BPM guia 140.","artist_expansion_v4"
"trance_uplifting","Aly Fila","International","","Aly Fila entra como seed adicional de expansao para trance uplifting, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","trance uplifting","Expansao v4: artista para descoberta dinamica em trance uplifting; BPM guia 140.","artist_expansion_v4"
"techno","Function","International","","Function entra como seed adicional de expansao para techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","techno","Expansao v4: artista para descoberta dinamica em techno; BPM guia 132.","artist_expansion_v4"
"techno","Shifted","International","","Shifted entra como seed adicional de expansao para techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","techno","Expansao v4: artista para descoberta dinamica em techno; BPM guia 132.","artist_expansion_v4"
"techno","Sigha","International","","Sigha entra como seed adicional de expansao para techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","techno","Expansao v4: artista para descoberta dinamica em techno; BPM guia 132.","artist_expansion_v4"
"techno","Mike Parker","International","","Mike Parker entra como seed adicional de expansao para techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","techno","Expansao v4: artista para descoberta dinamica em techno; BPM guia 132.","artist_expansion_v4"
"techno","Planetary Assault Systems","International","","Planetary Assault Systems entra como seed adicional de expansao para techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","techno","Expansao v4: artista para descoberta dinamica em techno; BPM guia 132.","artist_expansion_v4"
"acid_techno","Josh Wink","International","","Josh Wink entra como seed adicional de expansao para acid techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","acid techno","Expansao v4: artista para descoberta dinamica em acid techno; BPM guia 136.","artist_expansion_v4"
"acid_techno","A Guy Called Gerald","International","","A Guy Called Gerald entra como seed adicional de expansao para acid techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","acid techno","Expansao v4: artista para descoberta dinamica em acid techno; BPM guia 136.","artist_expansion_v4"
"acid_techno","DJ Pierre","International","","DJ Pierre entra como seed adicional de expansao para acid techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","acid techno","Expansao v4: artista para descoberta dinamica em acid techno; BPM guia 136.","artist_expansion_v4"
"acid_techno","D.A.V.E. The Drummer","International","","D.A.V.E. The Drummer entra como seed adicional de expansao para acid techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","acid techno","Expansao v4: artista para descoberta dinamica em acid techno; BPM guia 136.","artist_expansion_v4"
"acid_techno","Chris Liberator","International","","Chris Liberator entra como seed adicional de expansao para acid techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","acid techno","Expansao v4: artista para descoberta dinamica em acid techno; BPM guia 136.","artist_expansion_v4"
"hard_techno","Alignment","International","","Alignment entra como seed adicional de expansao para hard techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hard techno","Expansao v4: artista para descoberta dinamica em hard techno; BPM guia 150.","artist_expansion_v4"
"hard_techno","Charlie Sparks","International","","Charlie Sparks entra como seed adicional de expansao para hard techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hard techno","Expansao v4: artista para descoberta dinamica em hard techno; BPM guia 150.","artist_expansion_v4"
"hard_techno","Lilly Palmer","International","","Lilly Palmer entra como seed adicional de expansao para hard techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hard techno","Expansao v4: artista para descoberta dinamica em hard techno; BPM guia 150.","artist_expansion_v4"
"hard_techno","6EJOU","International","","6EJOU entra como seed adicional de expansao para hard techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hard techno","Expansao v4: artista para descoberta dinamica em hard techno; BPM guia 150.","artist_expansion_v4"
"hard_techno","999999999","International","","999999999 entra como seed adicional de expansao para hard techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","hard techno","Expansao v4: artista para descoberta dinamica em hard techno; BPM guia 150.","artist_expansion_v4"
"minimal_techno","Baby Ford","International","","Baby Ford entra como seed adicional de expansao para minimal techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","minimal techno","Expansao v4: artista para descoberta dinamica em minimal techno; BPM guia 128.","artist_expansion_v4"
"minimal_techno","Thomas Brinkmann","International","","Thomas Brinkmann entra como seed adicional de expansao para minimal techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","minimal techno","Expansao v4: artista para descoberta dinamica em minimal techno; BPM guia 128.","artist_expansion_v4"
"minimal_techno","Jan Jelinek","International","","Jan Jelinek entra como seed adicional de expansao para minimal techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","minimal techno","Expansao v4: artista para descoberta dinamica em minimal techno; BPM guia 128.","artist_expansion_v4"
"minimal_techno","Akufen","International","","Akufen entra como seed adicional de expansao para minimal techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","minimal techno","Expansao v4: artista para descoberta dinamica em minimal techno; BPM guia 128.","artist_expansion_v4"
"minimal_techno","Mathew Jonson","International","","Mathew Jonson entra como seed adicional de expansao para minimal techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","minimal techno","Expansao v4: artista para descoberta dinamica em minimal techno; BPM guia 128.","artist_expansion_v4"
"melodic_techno","KAS:ST","International","","KAS:ST entra como seed adicional de expansao para melodic techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","melodic techno","Expansao v4: artista para descoberta dinamica em melodic techno; BPM guia 126.","artist_expansion_v4"
"melodic_techno","Kevin de Vries","International","","Kevin de Vries entra como seed adicional de expansao para melodic techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","melodic techno","Expansao v4: artista para descoberta dinamica em melodic techno; BPM guia 126.","artist_expansion_v4"
"melodic_techno","Recondite","International","","Recondite entra como seed adicional de expansao para melodic techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","melodic techno","Expansao v4: artista para descoberta dinamica em melodic techno; BPM guia 126.","artist_expansion_v4"
"melodic_techno","ARTBAT","International","","ARTBAT entra como seed adicional de expansao para melodic techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","melodic techno","Expansao v4: artista para descoberta dinamica em melodic techno; BPM guia 126.","artist_expansion_v4"
"melodic_techno","Massano","International","","Massano entra como seed adicional de expansao para melodic techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","melodic techno","Expansao v4: artista para descoberta dinamica em melodic techno; BPM guia 126.","artist_expansion_v4"
"industrial_techno","Orphx","International","","Orphx entra como seed adicional de expansao para industrial techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","industrial techno","Expansao v4: artista para descoberta dinamica em industrial techno; BPM guia 138.","artist_expansion_v4"
"industrial_techno","Karenn","International","","Karenn entra como seed adicional de expansao para industrial techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","industrial techno","Expansao v4: artista para descoberta dinamica em industrial techno; BPM guia 138.","artist_expansion_v4"
"industrial_techno","Tommy Four Seven","International","","Tommy Four Seven entra como seed adicional de expansao para industrial techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","industrial techno","Expansao v4: artista para descoberta dinamica em industrial techno; BPM guia 138.","artist_expansion_v4"
"industrial_techno","Samuel Kerridge","International","","Samuel Kerridge entra como seed adicional de expansao para industrial techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","industrial techno","Expansao v4: artista para descoberta dinamica em industrial techno; BPM guia 138.","artist_expansion_v4"
"industrial_techno","Phase Fatale","International","","Phase Fatale entra como seed adicional de expansao para industrial techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","industrial techno","Expansao v4: artista para descoberta dinamica em industrial techno; BPM guia 138.","artist_expansion_v4"
"peak_time_techno","Bart Skils","International","","Bart Skils entra como seed adicional de expansao para peak time techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","peak time techno","Expansao v4: artista para descoberta dinamica em peak time techno; BPM guia 134.","artist_expansion_v4"
"peak_time_techno","Wehbba","International","","Wehbba entra como seed adicional de expansao para peak time techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","peak time techno","Expansao v4: artista para descoberta dinamica em peak time techno; BPM guia 134.","artist_expansion_v4"
"peak_time_techno","Victor Ruiz","International","","Victor Ruiz entra como seed adicional de expansao para peak time techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","peak time techno","Expansao v4: artista para descoberta dinamica em peak time techno; BPM guia 134.","artist_expansion_v4"
"peak_time_techno","Tiger Stripes","International","","Tiger Stripes entra como seed adicional de expansao para peak time techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","peak time techno","Expansao v4: artista para descoberta dinamica em peak time techno; BPM guia 134.","artist_expansion_v4"
"peak_time_techno","Thomas Schumacher","International","","Thomas Schumacher entra como seed adicional de expansao para peak time techno, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","peak time techno","Expansao v4: artista para descoberta dinamica em peak time techno; BPM guia 134.","artist_expansion_v4"
"house","Ron Trent","International","","Ron Trent entra como seed adicional de expansao para house, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","house","Expansao v4: artista para descoberta dinamica em house; BPM guia 124.","artist_expansion_v4"
"house","Glenn Underground","International","","Glenn Underground entra como seed adicional de expansao para house, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","house","Expansao v4: artista para descoberta dinamica em house; BPM guia 124.","artist_expansion_v4"
"house","Jovonn","International","","Jovonn entra como seed adicional de expansao para house, ajudando o app a variar recomendacoes e buscar musicas dentro do recorte correto.","house","Expansao v4: artista para descoberta dinamica em house; BPM guia 124.","artist_expansion_v4"
