"style","artist","country","city","artist_bio","artist_genre","artist_profile_hint","scene_role","source_anchor","source_anchor_url","primary_social_url","social_discovery_links","label_links","status","confidence","source_note"
"psycore","PHRENETICUS","Hungary","","PHRENETICUS is in the psycore research queue as a scene-depth candidate; verify direct releases before using as a main recommendation anchor.","psycore / hi-tech psytrance / darkpsy","Research queue profile for future psycore track expansion; search Bandcamp, SoundCloud, YouTube and social accounts before publishing track claims.","research_queue_artist","psycore_similar_to_plankton_2026-02-23 / Voodoo Hoodoo catalog","reports/psycore_similar_to_plankton_2026-02-23.md","","https://bandcamp.com/search?q=PHRENETICUS;https://soundcloud.com/search?q=PHRENETICUS;https://www.youtube.com/results?search_query=PHRENETICUS%20psycore;https://www.google.com/search?q=PHRENETICUS%20official%20instagram%20soundcloud%20bandcamp","","needs_review","medium","Voodoo Hoodoo catalog artist and prior psycore research target for destructive high BPM pressure."
"psycore","VuGa","International","","VuGa is in the psycore research queue as a scene-depth candidate; verify direct releases before using as a main recommendation anchor.","psycore / hi-tech psytrance / darkpsy","Research queue profile for future psycore track expansion; search Bandcamp, SoundCloud, YouTube and social accounts before publishing track claims.","research_queue_artist","psycore_similar_to_plankton_2026-02-23 / Voodoo Hoodoo catalog","reports/psycore_similar_to_plankton_2026-02-23.md","","https://bandcamp.com/search?q=VuGa;https://soundcloud.com/search?q=VuGa;https://www.youtube.com/results?search_query=VuGa%20psycore;https://www.google.com/search?q=VuGa%20official%20instagram%20soundcloud%20bandcamp","","needs_review","medium","Voodoo Hoodoo catalog artist from prior psycore/hi-tech coverage, queued for track-level expansion."
"psycore","Vutt'un","International","","Vutt'un is in the psycore research queue as a scene-depth candidate; verify direct releases before using as a main recommendation anchor.","psycore / hi-tech psytrance / darkpsy","Research queue profile for future psycore track expansion; search Bandcamp, SoundCloud, YouTube and social accounts before publishing track claims.","research_queue_artist","psycore_similar_to_plankton_2026-02-23 / Voodoo Hoodoo catalog","reports/psycore_similar_to_plankton_2026-02-23.md","","https://bandcamp.com/search?q=Vutt'un;https://soundcloud.com/search?q=Vutt'un;https://www.youtube.com/results?search_query=Vutt'un%20psycore;https://www.google.com/search?q=Vutt'un%20official%20instagram%20soundcloud%20bandcamp","","needs_review","medium","Voodoo-Core Vol.2 artist already present in prior imported tracks; profile kept for richer artist metadata."
"psycore","ACORN","International","Montreal","ACORN entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use ACORN para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=ACORN;https://soundcloud.com/search?q=ACORN;https://www.youtube.com/results?search_query=ACORN%20psycore;https://www.google.com/search?q=ACORN%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Audiopathik","Mexico","Mexico City","Audiopathik is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Audiopathik para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Audiopathik%20Patterns%20Of%20Awareness","","https://bandcamp.com/search?q=Audiopathik;https://soundcloud.com/search?q=Audiopathik;https://www.youtube.com/results?search_query=Audiopathik%20psycore;https://www.google.com/search?q=Audiopathik%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","BIZZARE FREQUENCY","International","Montreal","BIZZARE FREQUENCY entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use BIZZARE FREQUENCY para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=BIZZARE%20FREQUENCY;https://soundcloud.com/search?q=BIZZARE%20FREQUENCY;https://www.youtube.com/results?search_query=BIZZARE%20FREQUENCY%20psycore;https://www.google.com/search?q=BIZZARE%20FREQUENCY%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","CALI'BALAM","International","Montreal","CALI'BALAM entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use CALI'BALAM para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=CALI'BALAM;https://soundcloud.com/search?q=CALI'BALAM;https://www.youtube.com/results?search_query=CALI'BALAM%20psycore;https://www.google.com/search?q=CALI'BALAM%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","CROOKED MIND","International","Montreal","CROOKED MIND entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use CROOKED MIND para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=CROOKED%20MIND;https://soundcloud.com/search?q=CROOKED%20MIND;https://www.youtube.com/results?search_query=CROOKED%20MIND%20psycore;https://www.google.com/search?q=CROOKED%20MIND%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Dark Elf","Greece","Athens","Dark Elf is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Dark Elf para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Dark%20Elf%20Edge%20Of%20Time","","https://bandcamp.com/search?q=Dark%20Elf;https://soundcloud.com/search?q=Dark%20Elf;https://www.youtube.com/results?search_query=Dark%20Elf%20psycore;https://www.google.com/search?q=Dark%20Elf%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","Dark Whisper","Germany","Berlin","German darkpsy artist connected to psycore recommendation bridges, useful for shadowy high pressure selections.","psycore / hi-tech psytrance / darkpsy","Use Dark Whisper para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/watch?v=xRNcPt-F9T0","","https://bandcamp.com/search?q=Dark%20Whisper;https://soundcloud.com/search?q=Dark%20Whisper;https://www.youtube.com/results?search_query=Dark%20Whisper%20psycore;https://www.google.com/search?q=Dark%20Whisper%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","DEADHEAD","International","Montreal","DEADHEAD appears through the collaboration DEADHEAD & NYKRONDS on PSYCHO FOR PALESTINE [2026], so the profile is split for future matching and social lookup.","psycore / hi-tech psytrance / darkpsy","Split collaboration profile from DEADHEAD & NYKRONDS; use for later exact artist matching and social enrichment.","collaboration_split_profile","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DEADHEAD;https://soundcloud.com/search?q=DEADHEAD;https://www.youtube.com/results?search_query=DEADHEAD%20psycore;https://www.google.com/search?q=DEADHEAD%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","medium","Split from a verified collaboration row; keep for future artist matching."
"psycore","DEADHEAD & NYKRONDS","International","Montreal","DEADHEAD & NYKRONDS entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use DEADHEAD & NYKRONDS para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=DEADHEAD%20%26%20NYKRONDS;https://soundcloud.com/search?q=DEADHEAD%20%26%20NYKRONDS;https://www.youtube.com/results?search_query=DEADHEAD%20%26%20NYKRONDS%20psycore;https://www.google.com/search?q=DEADHEAD%20%26%20NYKRONDS%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","FRAKMENTO","International","Montreal","FRAKMENTO entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use FRAKMENTO para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=FRAKMENTO;https://soundcloud.com/search?q=FRAKMENTO;https://www.youtube.com/results?search_query=FRAKMENTO%20psycore;https://www.google.com/search?q=FRAKMENTO%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Frantic Noise","Argentina","Buenos Aires","Frantic Noise is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Frantic Noise para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Frantic%20Noise%20Ultraviolet","","https://bandcamp.com/search?q=Frantic%20Noise;https://soundcloud.com/search?q=Frantic%20Noise;https://www.youtube.com/results?search_query=Frantic%20Noise%20psycore;https://www.google.com/search?q=Frantic%20Noise%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","Hyperekplexia","Brazil","Sao Paulo","Hyperekplexia is part of the Naturaiz Records Brazilian high BPM catalog, anchored in darkpsy, forest, hitech, and psycore tags.","psycore / hi-tech psytrance / darkpsy","Use Hyperekplexia para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","Naturaiz Records Vol.1","https://naturaizrecords.bandcamp.com/album/natura-z-records-vol-1","https://www.instagram.com/naturaiz.records/","https://bandcamp.com/search?q=Hyperekplexia;https://soundcloud.com/search?q=Hyperekplexia;https://www.youtube.com/results?search_query=Hyperekplexia%20psycore;https://www.google.com/search?q=Hyperekplexia%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaiz.records/;https://soundcloud.com/naturaizrecords","published","high","V2 imported tracks 3-10 from this album; this V4 adds the two missing openers from the same live Bandcamp source."
"psycore","Init Preset","Germany","","Hi-tech psytrance artist useful as a psycore-adjacent bridge, with Black Out Records album metadata and explicit BPM ladder.","psycore / hi-tech psytrance / darkpsy","Use Init Preset para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","System Error","https://blackoutrec.bandcamp.com/album/system-error","https://www.instagram.com/blackout.records/","https://bandcamp.com/search?q=Init%20Preset;https://soundcloud.com/search?q=Init%20Preset;https://www.youtube.com/results?search_query=Init%20Preset%20psycore;https://www.google.com/search?q=Init%20Preset%20official%20instagram%20soundcloud%20bandcamp","https://blackoutrec.bandcamp.com;https://www.facebook.com/blackoutofficial/;https://www.instagram.com/blackout.records/;https://soundcloud.com/black-out-records","published","medium_high","Bandcamp JSON-LD exposes Black Out social links, track ids, durations, and 162-180 BPM titles. Marked psycore-adjacent because source tags are hitech rather than explicit psycore."
"psycore","Init Preset & Rizomorf","Brazil","Sao Paulo","Init Preset and Rizomorf connect the Naturaiz Brazilian high BPM catalog with psycore, hitech, forest and darkpsy tags.","psycore / hi-tech psytrance / darkpsy","Use Init Preset & Rizomorf para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","Naturaiz Records Vol.1","https://naturaizrecords.bandcamp.com/album/natura-z-records-vol-1","https://www.instagram.com/naturaiz.records/","https://bandcamp.com/search?q=Init%20Preset%20%26%20Rizomorf;https://soundcloud.com/search?q=Init%20Preset%20%26%20Rizomorf;https://www.youtube.com/results?search_query=Init%20Preset%20%26%20Rizomorf%20psycore;https://www.google.com/search?q=Init%20Preset%20%26%20Rizomorf%20official%20instagram%20soundcloud%20bandcamp","https://naturaizrecords.bandcamp.com;https://www.instagram.com/naturaiz.records/;https://soundcloud.com/naturaizrecords","published","high","V2 imported tracks 3-10 from this album; this V4 adds the two missing openers from the same live Bandcamp source."
"psycore","JAATSKA","International","Montreal","JAATSKA entra no nucleo psycore do Sonic Search com faixa rastreavel em PSYCHO FOR PALESTINE [2026], BPM declarado e contexto de label verificavel.","psycore / hi-tech psytrance / darkpsy","Use JAATSKA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=JAATSKA;https://soundcloud.com/search?q=JAATSKA;https://www.youtube.com/results?search_query=JAATSKA%20psycore;https://www.google.com/search?q=JAATSKA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
"psycore","Kashyyyk","Mexico","Mexico City","Mexican darkpsy and psycore artist already anchored by Kamino Records and reinforced by local classic track seeds.","psycore / hi-tech psytrance / darkpsy","Use Kashyyyk para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Kashyyyk%20Lamat","","https://bandcamp.com/search?q=Kashyyyk;https://soundcloud.com/search?q=Kashyyyk;https://www.youtube.com/results?search_query=Kashyyyk%20psycore;https://www.google.com/search?q=Kashyyyk%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","Kindzadza","Russia","Moscow","Russian darkpsy/psycore classic anchor with Osom-style high BPM pressure and deep nocturnal sound design.","psycore / hi-tech psytrance / darkpsy","Use Kindzadza para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/watch?v=vaaoA9EY3ig","","https://bandcamp.com/search?q=Kindzadza;https://soundcloud.com/search?q=Kindzadza;https://www.youtube.com/results?search_query=Kindzadza%20psycore;https://www.google.com/search?q=Kindzadza%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","Kopophobia","Australia","Melbourne","Kopophobia is a classic or locally verified psycore/darkpsy anchor used to improve recommendation depth beyond current Bandcamp-only sources.","psycore / hi-tech psytrance / darkpsy","Use Kopophobia para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","classic_or_local_verified_anchor","verified_track_expansion_v4","https://www.youtube.com/results?search_query=Kopophobia%20Tatsu","","https://bandcamp.com/search?q=Kopophobia;https://soundcloud.com/search?q=Kopophobia;https://www.youtube.com/results?search_query=Kopophobia%20psycore;https://www.google.com/search?q=Kopophobia%20official%20instagram%20soundcloud%20bandcamp","","published","medium","Imported from verified_track_expansion_v4; public search or direct URL retained for manual verification."
"psycore","KOSMIC MANTRA","International","Montreal","Hi-core psycore project with Voodoo Hoodoo 2026 source coverage, 190-200 BPM titles, and both compilation and EP anchors.","psycore / hi-tech psytrance / darkpsy","Use KOSMIC MANTRA para recomendacoes de psycore, hi-tech e darkpsy quando o usuario curte velocidade, textura extrema e pressao psicodelica.","track_verified_artist","PSYCHO FOR PALESTINE [2026]","https://voodoo-hoodoo.bandcamp.com/album/psycho-for-palestine-2026","https://linktr.ee/vuduhudu","https://bandcamp.com/search?q=KOSMIC%20MANTRA;https://soundcloud.com/search?q=KOSMIC%20MANTRA;https://www.youtube.com/results?search_query=KOSMIC%20MANTRA%20psycore;https://www.google.com/search?q=KOSMIC%20MANTRA%20official%20instagram%20soundcloud%20bandcamp","https://voodoo-hoodoo.bandcamp.com;https://linktr.ee/vuduhudu","published","high","Bandcamp JSON-LD exposes 18 tracks, release date, psycore tags, durations, track ids, and BPM in each title."
